controller_call_index,executed_step_index,mode_before,mode_after,moved,x_m,y_m,event_type,episode_index,entry_multiplier_initial,entry_threshold_current,exit_threshold_current,base_hazard_reference,trigger_measurement,radiation_quantity,radiation_unit,transition_reason,normal_route_interrupted,normal_route_replanned,mission_complete,completion_reason
110,110,RADIATION,RADIATION,True,522660.9204974669,5697244.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.6260238917878274,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
111,111,RADIATION,RADIATION,True,522680.9204974669,5697224.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.6809558742997357,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
112,112,RADIATION,RADIATION,True,522700.9204974669,5697244.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.5765672501280197,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
113,113,RADIATION,RADIATION,True,522720.9204974669,5697224.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.6131146945448516,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
114,114,RADIATION,RADIATION,True,522720.9204974669,5697204.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.682369889515333,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
115,115,RADIATION,RADIATION,True,522740.9204974669,5697184.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.7094412625489166,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
116,116,RADIATION,RADIATION,True,522760.9204974669,5697204.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.6106919509259607,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
117,117,RADIATION,RADIATION,True,522760.9204974669,5697184.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.6673680474864347,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
118,118,RADIATION,RADIATION,True,522760.9204974669,5697164.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.728123704720975,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
119,119,RADIATION,RADIATION,True,522780.9204974669,5697144.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.7422209468666003,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
120,120,RADIATION,RADIATION,True,522800.9204974669,5697124.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.7577652233594483,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
121,121,RADIATION,RADIATION,True,522780.9204974669,5697104.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.851209292942547,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
122,122,RADIATION,RADIATION,True,522760.9204974669,5697104.290406496,,1,0.01,0.1,0.09000000000000001,10.0,0.9203409655086043,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
123,123,RADIATION,RADIATION,True,522740.9204974669,5697104.290406496,,1,0.01,0.1,0.09000000000000001,10.0,1.0209001047553863,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
124,124,RADIATION,RADIATION,True,522720.9204974669,5697104.290406496,,1,0.01,0.1,0.09000000000000001,10.0,1.1633346067929007,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
125,125,RADIATION,RADIATION,True,522700.9204974669,5697084.290406496,,1,0.01,0.1,0.09000000000000001,10.0,1.5171938441236883,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
126,126,RADIATION,RADIATION,True,522680.9204974669,5697084.290406496,,1,0.01,0.1,0.09000000000000001,10.0,1.8895294547442834,ground_equivalent_excess_gamma_dose_rate,uSv/h,,False,False,False,
