step_index,x_m,y_m,platform_altitude_m,value_reference_height_m,value,quantity,unit,sampling_contract
491,522780.9204974669,5696484.290406497,50.0,1.0,1.350845080544935,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
492,522800.9204974669,5696504.290406497,50.0,1.0,1.4455556908545484,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
493,522820.9204974669,5696524.290406497,50.0,1.0,1.442873932617406,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
494,522820.9204974669,5696544.290406497,50.0,1.0,1.6834278257215576,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
495,522840.9204974669,5696564.290406497,50.0,1.0,1.4965638384236264,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
496,522840.9204974669,5696584.290406497,50.0,1.0,1.6143615091058312,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
497,522840.9204974669,5696604.290406497,50.0,1.0,1.6817746613037337,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
498,522820.9204974669,5696624.290406497,50.0,1.0,2.230502562629363,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
499,522820.9204974669,5696644.290406497,50.0,1.0,2.109917196102166,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
500,522840.9204974669,5696644.290406497,50.0,1.0,1.6327067034698757,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
501,522860.9204974669,5696624.290406497,50.0,1.0,1.3422489428477187,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
502,522860.9204974669,5696644.290406497,50.0,1.0,1.3209691108439916,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
503,522860.9204974669,5696664.290406497,50.0,1.0,1.2749196406527012,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
504,522880.9204974669,5696664.290406497,50.0,1.0,1.089273399057465,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
505,522900.9204974669,5696644.290406497,50.0,1.0,0.9566659687471946,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
506,522900.9204974669,5696624.290406497,50.0,1.0,0.9495532657028527,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
507,522880.9204974669,5696604.290406497,50.0,1.0,1.0955467918053625,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
508,522880.9204974669,5696584.290406497,50.0,1.0,1.0593096039605887,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
509,522860.9204974669,5696564.290406497,50.0,1.0,1.2075265095968724,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
510,522860.9204974669,5696544.290406497,50.0,1.0,1.1115986157128122,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
511,522840.9204974669,5696524.290406497,50.0,1.0,1.195060057353778,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
512,522820.9204974669,5696504.290406497,50.0,1.0,1.2267281399085166,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
513,522820.9204974669,5696484.290406497,50.0,1.0,1.0427973128384829,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
514,522840.9204974669,5696484.290406497,50.0,1.0,0.9137053170298137,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
515,522860.9204974669,5696504.290406497,50.0,1.0,0.9025507009736873,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
516,522880.9204974669,5696524.290406497,50.0,1.0,0.8632656246618859,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
517,522900.9204974669,5696544.290406497,50.0,1.0,0.808004925374145,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
518,522920.9204974669,5696564.290406497,50.0,1.0,0.7491541074657091,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
519,522920.9204974669,5696584.290406497,50.0,1.0,0.7837287261544676,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
520,522940.9204974669,5696604.290406497,50.0,1.0,0.7219516811937614,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
521,522940.9204974669,5696624.290406497,50.0,1.0,0.7441630124685645,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
522,522920.9204974669,5696644.290406497,50.0,1.0,0.8461264316253658,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
523,522920.9204974669,5696664.290406497,50.0,1.0,0.8554197894355511,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
524,522900.9204974669,5696684.290406497,50.0,1.0,0.9480035514968528,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
525,522900.9204974669,5696704.290406497,50.0,1.0,0.9400842825622409,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
526,522920.9204974669,5696684.290406497,50.0,1.0,0.8624949318062494,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
527,522940.9204974669,5696664.290406497,50.0,1.0,0.7801374386437339,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
528,522960.9204974669,5696684.290406497,50.0,1.0,0.7466457260206343,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
529,522980.9204974669,5696704.290406497,50.0,1.0,0.7428177203041924,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
530,523000.920497467,5696704.290406497,50.0,1.0,0.7152470530189232,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
531,523020.920497467,5696704.290406497,50.0,1.0,0.6906255865125244,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
532,523040.920497467,5696704.290406497,50.0,1.0,0.6670408373699179,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
533,523060.920497467,5696724.290406497,50.0,1.0,0.7077499896572406,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
534,523080.920497467,5696724.290406497,50.0,1.0,0.682300161226888,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
535,523100.920497467,5696724.290406497,50.0,1.0,0.653361858054138,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
536,523120.920497467,5696724.290406497,50.0,1.0,0.6213162920097266,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
537,523140.920497467,5696744.290406497,50.0,1.0,0.6538810504024639,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
538,523160.920497467,5696764.290406497,50.0,1.0,0.6836397632975599,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
539,523180.920497467,5696784.290406497,50.0,1.0,0.7042390581055478,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
540,523200.920497467,5696804.290406497,50.0,1.0,0.7096584636429661,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
541,523200.920497467,5696824.290406497,50.0,1.0,0.7937325423315449,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
542,523220.920497467,5696844.290406497,50.0,1.0,0.7664298737739135,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
543,523240.920497467,5696864.290406497,50.0,1.0,0.7175796315526621,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
544,523240.920497467,5696844.290406497,50.0,1.0,0.6648347427630148,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
545,523260.920497467,5696864.290406497,50.0,1.0,0.6192042594001921,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
546,523260.920497467,5696844.290406497,50.0,1.0,0.58111210929556,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
547,523280.920497467,5696864.290406497,50.0,1.0,0.5397773444553104,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
548,523280.920497467,5696884.290406497,50.0,1.0,0.5654457895095486,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
549,523280.920497467,5696904.290406497,50.0,1.0,0.5871424109761183,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
550,523300.920497467,5696884.290406497,50.0,1.0,0.4936961863983816,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
551,523320.920497467,5696904.290406497,50.0,1.0,0.4467406981408388,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
552,523320.920497467,5696924.290406497,50.0,1.0,0.45483416305918073,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
553,523320.920497467,5696944.290406497,50.0,1.0,0.4590607694168595,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
554,523320.920497467,5696964.290406497,50.0,1.0,0.4590682051584833,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
555,523320.920497467,5696984.290406497,50.0,1.0,0.4547796933121894,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
556,523320.920497467,5697004.290406496,50.0,1.0,0.44640773955319596,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
557,523300.920497467,5697024.290406496,50.0,1.0,0.49441439250721547,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
558,523280.920497467,5697044.290406496,50.0,1.0,0.5423548165524166,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
559,523260.920497467,5697064.290406496,50.0,1.0,0.5860254632294686,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
560,523240.920497467,5697084.290406496,50.0,1.0,0.6201685659880798,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
561,523220.920497467,5697084.290406496,50.0,1.0,0.710825392788442,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
562,523200.920497467,5697104.290406496,50.0,1.0,0.7243701969688459,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
563,523180.920497467,5697124.290406496,50.0,1.0,0.7144399586190668,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
564,523160.920497467,5697124.290406496,50.0,1.0,0.7923058668448901,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
565,523180.920497467,5697144.290406496,50.0,1.0,0.6261506874025933,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
566,523160.920497467,5697164.290406496,50.0,1.0,0.5966292322295592,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
567,523140.920497467,5697164.290406496,50.0,1.0,0.6392681269508964,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
568,523120.920497467,5697164.290406496,50.0,1.0,0.6785613350410935,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
569,523100.920497467,5697164.290406496,50.0,1.0,0.712017047610596,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
570,523100.920497467,5697184.290406496,50.0,1.0,0.6133063023835348,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
571,523080.920497467,5697204.290406496,50.0,1.0,0.5517684872965978,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
572,523060.920497467,5697204.290406496,50.0,1.0,0.5628557940689614,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
573,523040.920497467,5697204.290406496,50.0,1.0,0.5690690306903086,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
574,523020.920497467,5697204.290406496,50.0,1.0,0.5706817797348689,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
575,523000.920497467,5697204.290406496,50.0,1.0,0.5683844994349689,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
576,522980.9204974669,5697224.290406496,50.0,1.0,0.5048054680275249,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
577,522960.9204974669,5697224.290406496,50.0,1.0,0.5016559851821254,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
578,522940.9204974669,5697204.290406496,50.0,1.0,0.5488268036311392,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
579,522920.9204974669,5697204.290406496,50.0,1.0,0.5420515654088123,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
580,522900.9204974669,5697204.290406496,50.0,1.0,0.5369643206337154,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
581,522880.9204974669,5697204.290406496,50.0,1.0,0.5344579906155387,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
582,522860.9204974669,5697204.290406496,50.0,1.0,0.5352963804953601,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
583,522840.9204974669,5697204.290406496,50.0,1.0,0.540141864548759,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
584,522820.9204974669,5697204.290406496,50.0,1.0,0.5495859349486394,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
585,522800.9204974669,5697224.290406496,50.0,1.0,0.5211359769292732,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
586,522780.9204974669,5697244.290406496,50.0,1.0,0.4946838402949833,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
587,522760.9204974669,5697244.290406496,50.0,1.0,0.5112108546482981,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
588,522740.9204974669,5697264.290406496,50.0,1.0,0.4833313549277381,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
589,522720.9204974669,5697284.290406496,50.0,1.0,0.45378115618365295,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
590,522700.9204974669,5697284.290406496,50.0,1.0,0.4666871915804122,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
591,522680.9204974669,5697304.290406496,50.0,1.0,0.4321685252799104,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
592,522660.9204974669,5697304.290406496,50.0,1.0,0.44049407161960047,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
593,522640.9204974669,5697304.290406496,50.0,1.0,0.4473609065972534,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
594,522620.9204974669,5697324.290406496,50.0,1.0,0.40504646843796993,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
595,522600.9204974669,5697324.290406496,50.0,1.0,0.40597467195278475,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
596,522580.9204974669,5697324.290406496,50.0,1.0,0.40460949434224375,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
597,522560.9204974669,5697324.290406496,50.0,1.0,0.4007893745656225,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
598,522540.9204974669,5697324.290406496,50.0,1.0,0.3944936382505215,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
599,522520.9204974669,5697324.290406496,50.0,1.0,0.38584433142935376,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
600,522520.9204974669,5697344.290406496,50.0,1.0,0.3477103695534614,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
601,522540.9204974669,5697364.290406496,50.0,1.0,0.3216698755223552,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
602,522560.9204974669,5697364.290406496,50.0,1.0,0.3264315903783314,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
603,522580.9204974669,5697364.290406496,50.0,1.0,0.32972298669930716,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
604,522600.9204974669,5697364.290406496,50.0,1.0,0.33155323193779646,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
605,522620.9204974669,5697344.290406496,50.0,1.0,0.36553265449711575,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
606,522640.9204974669,5697344.290406496,50.0,1.0,0.3638603105528622,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
607,522660.9204974669,5697344.290406496,50.0,1.0,0.36086518676065377,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
608,522680.9204974669,5697344.290406496,50.0,1.0,0.356837555055116,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
609,522700.9204974669,5697324.290406496,50.0,1.0,0.385096049842326,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
610,522720.9204974669,5697324.290406496,50.0,1.0,0.3780631316739452,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
611,522740.9204974669,5697304.290406496,50.0,1.0,0.40407154258795924,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
612,522760.9204974669,5697284.290406496,50.0,1.0,0.4298112887058733,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
613,522780.9204974669,5697264.290406496,50.0,1.0,0.45531597123291595,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
614,522800.9204974669,5697264.290406496,50.0,1.0,0.4443135133428115,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
615,522820.9204974669,5697244.290406496,50.0,1.0,0.4705835767421453,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
616,522840.9204974669,5697244.290406496,50.0,1.0,0.46279215895697784,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
617,522860.9204974669,5697244.290406496,50.0,1.0,0.4575280026421327,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
618,522880.9204974669,5697244.290406496,50.0,1.0,0.4544598886203663,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
619,522900.9204974669,5697244.290406496,50.0,1.0,0.4531874647718844,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
620,522920.9204974669,5697244.290406496,50.0,1.0,0.45324375745945605,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
621,522940.9204974669,5697264.290406496,50.0,1.0,0.4157662821984693,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
622,522960.9204974669,5697264.290406496,50.0,1.0,0.41518499410467075,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
623,522980.9204974669,5697264.290406496,50.0,1.0,0.41427332155950675,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
624,523000.920497467,5697244.290406496,50.0,1.0,0.45553651683308977,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
625,523020.920497467,5697244.290406496,50.0,1.0,0.45365945235851474,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
626,523040.920497467,5697244.290406496,50.0,1.0,0.4497633705501192,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
627,523060.920497467,5697244.290406496,50.0,1.0,0.4435322611959948,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
628,523080.920497467,5697244.290406496,50.0,1.0,0.4348261108116335,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
629,523100.920497467,5697224.290406496,50.0,1.0,0.4741151414415847,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
630,523120.920497467,5697204.290406496,50.0,1.0,0.5160719793476085,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
631,523140.920497467,5697224.290406496,50.0,1.0,0.4394452767981542,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
632,523120.920497467,5697244.290406496,50.0,1.0,0.4103395332206747,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
633,523100.920497467,5697264.290406496,50.0,1.0,0.3819179379090349,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
634,523080.920497467,5697284.290406496,50.0,1.0,0.3552699728038364,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
635,523060.920497467,5697284.290406496,50.0,1.0,0.362384502148646,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
636,523040.920497467,5697284.290406496,50.0,1.0,0.3681507135269331,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
637,523020.920497467,5697284.290406496,50.0,1.0,0.37264724556720435,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
638,523000.920497467,5697304.290406496,50.0,1.0,0.3445451006780023,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
639,522980.9204974669,5697304.290406496,50.0,1.0,0.3475320646694095,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
640,522960.9204974669,5697304.290406496,50.0,1.0,0.35004944321618875,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
641,522940.9204974669,5697304.290406496,50.0,1.0,0.3523266972006229,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
642,522920.9204974669,5697284.290406496,50.0,1.0,0.38377640344346614,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
643,522900.9204974669,5697284.290406496,50.0,1.0,0.3858252676568246,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
644,522880.9204974669,5697284.290406496,50.0,1.0,0.3885371757307338,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
645,522860.9204974669,5697284.290406496,50.0,1.0,0.3921744116879821,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
646,522840.9204974669,5697284.290406496,50.0,1.0,0.39695527522382007,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
647,522820.9204974669,5697284.290406496,50.0,1.0,0.403045267873221,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
648,522800.9204974669,5697284.290406496,50.0,1.0,0.41054737213954445,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
649,522780.9204974669,5697284.290406496,50.0,1.0,0.41948993845428023,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
650,522780.9204974669,5697304.290406496,50.0,1.0,0.38699574086993843,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
651,522800.9204974669,5697304.290406496,50.0,1.0,0.37972308628985635,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
652,522820.9204974669,5697304.290406496,50.0,1.0,0.3734226471820587,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
653,522840.9204974669,5697304.290406496,50.0,1.0,0.3680968632430128,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
654,522860.9204974669,5697304.290406496,50.0,1.0,0.36368583920870584,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
655,522880.9204974669,5697324.290406496,50.0,1.0,0.3342366236039746,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
656,522860.9204974669,5697324.290406496,50.0,1.0,0.3377075352289102,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
657,522840.9204974669,5697324.290406496,50.0,1.0,0.3417250502024654,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
658,522820.9204974669,5697324.290406496,50.0,1.0,0.34636371203549227,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
659,522800.9204974669,5697344.290406496,50.0,1.0,0.32613277853235195,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
660,522780.9204974669,5697344.290406496,50.0,1.0,0.3309713269634848,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
661,522760.9204974669,5697344.290406496,50.0,1.0,0.33612898739553804,ground_equivalent_excess_gamma_dose_rate,uSv/h,one_noise_free_measurement_per_executed_route_node
