path_distance_m,time_s,cumulative_sar_probability,cumulative_survivors_found,cumulative_uav_excess_distance_integral,cumulative_uav_total_distance_integral,cumulative_uav_excess_dose,cumulative_uav_total_dose,radiation_distance_integral_unit,radiation_dose_unit
47420.0,4742.0,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47421.0,4742.1,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47422.0,4742.2,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47423.0,4742.3,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47424.0,4742.4,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47425.0,4742.5,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47426.0,4742.6,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47427.0,4742.7,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47428.0,4742.8,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47429.0,4742.9,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47430.0,4743.0,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47431.0,4743.1,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47432.0,4743.2,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47433.0,4743.3,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47434.0,4743.4,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47435.0,4743.5,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
47436.0,4743.6,0.7624636543519808,69,231.57818330336784,231.57818330336784,0.00643272731398244,0.00643272731398244,uGy/h*m,uGy
