Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
45,RandomWalk,flat,dry,medium,5,300000,0.053996212835397614,0.0014300124335953706,27.0,3.921119240550067,300.0000000000001
45,Greedy,flat,dry,medium,5,300000,0.16297746074873043,0.0034006584008307653,73.0,9.724400016553282,300.0000000000001
45,Spiral,flat,dry,medium,5,300000,0.19254143526133083,0.0007855793097701611,100.0,13.856769137577732,209.08052954218007
45,Concentric,flat,dry,medium,5,300000,0.19140635321708346,0.0007590330439548755,98.0,13.687792475280942,207.58626227618873
45,Pizza,flat,dry,medium,5,300000,0.1914215355498568,0.0017151176229567612,98.0,13.691072804384087,212.1698004676618
46,RandomWalk,mountainous,dry,medium,5,300000,0.03063230161480666,0.0003752416450342141,20.0,4.382206171955557,300.0000000000001
46,Greedy,mountainous,dry,medium,5,300000,0.13192961473360446,0.003416416052284663,44.0,10.561497723678936,299.9999999999996
46,Spiral,mountainous,dry,medium,5,300000,0.13490166448606686,0.00010103535316428286,56.00000000000001,19.8962758365158,300.0000000000002
46,Concentric,mountainous,dry,medium,5,300000,0.13351133095763285,0.00012379149246967818,57.99999999999999,19.83379915215168,300.00000000000017
46,Pizza,mountainous,dry,medium,5,300000,0.14574930693101162,0.0004771092925878272,64.0,19.436370453994375,300.0000000000001
47,RandomWalk,mountainous,dry,medium,5,300000,0.027035179582809078,0.00036112195057713583,3.0,3.4209623967682186,300.0000000000005
47,Greedy,mountainous,dry,medium,5,300000,0.1416720759853206,0.0017561121509017531,43.0,15.284663109813922,300.0000000000001
47,Spiral,mountainous,dry,medium,5,300000,0.14742129273373647,0.00037601010355121684,51.0,19.89627583651525,300.00000000000017
47,Concentric,mountainous,dry,medium,5,300000,0.14651758513568997,0.00037791708844919493,51.0,19.833799152150938,300.0000000000003
47,Pizza,mountainous,dry,medium,5,300000,0.15923735260552624,0.0007737178361449254,52.0,19.43637045399453,299.9999999999999
48,RandomWalk,mountainous,dry,medium,5,300000,0.004703377658313969,0.00020677976282698998,1.0,2.786079233851524,299.99999999999983
48,Greedy,mountainous,dry,medium,5,300000,0.051838677336196196,0.0007979276400862711,21.0,5.957355260982689,299.9999999999995
48,Spiral,mountainous,dry,medium,5,300000,0.06810323543882468,0.00010721361031811068,48.0,19.896275836515635,300.00000000000074
48,Concentric,mountainous,dry,medium,5,300000,0.07134032046516278,6.349636871120723e-05,48.0,19.83379915215162,300.0
48,Pizza,mountainous,dry,medium,5,300000,0.050201173090400314,0.00019880968384974226,28.000000000000004,19.436370453994805,299.9999999999999
49,RandomWalk,mountainous,dry,medium,5,300000,0.01667737613550512,6.550628749870237e-08,10.0,3.79701733701797,300.0000000000003
49,Greedy,mountainous,dry,medium,5,300000,0.05961179347875506,6.770235762739482e-05,43.0,4.326225943490701,300.0
49,Spiral,mountainous,dry,medium,5,300000,0.08243214846135653,7.39752611680735e-11,66.0,19.89627583651582,300.00000000000017
49,Concentric,mountainous,dry,medium,5,300000,0.08331173135930058,3.215952625964754e-11,62.0,19.833799152151734,300.00000000000017
49,Pizza,mountainous,dry,medium,5,300000,0.08492870521457599,2.5226858358626264e-09,53.0,19.436370453994424,300.00000000000017
50,RandomWalk,mountainous,dry,medium,5,300000,0.04065953137373466,0.0024861345318904454,24.0,3.7720561641712798,299.99999999999943
50,Greedy,mountainous,dry,medium,5,300000,0.07088901976830946,0.004476553933353182,41.0,5.7284721476034335,299.99999999999955
50,Spiral,mountainous,dry,medium,5,300000,0.11265916015289837,0.0007988908885004998,56.99999999999999,19.896275836515642,300.0000000000009
50,Concentric,mountainous,dry,medium,5,300000,0.10882507856562887,0.0008296705948872711,56.99999999999999,19.833799152151613,300.0000000000001
50,Pizza,mountainous,dry,medium,5,300000,0.13031104372238503,0.0014738584191737116,64.0,19.43637045399482,299.9999999999999
51,RandomWalk,mountainous,dry,medium,5,300000,0.03939657181408674,0.0005572045162969565,12.0,3.8164183476479234,300.00000000000034
51,Greedy,mountainous,dry,medium,5,300000,0.13467801738211027,0.0024093735293213275,30.0,13.301967145096054,300.0000000000002
51,Spiral,mountainous,dry,medium,5,300000,0.13743137023653373,0.00046834262760812325,60.0,19.896275836515265,300.0000000000006
51,Concentric,mountainous,dry,medium,5,300000,0.13759407874025995,0.00047382621627851035,59.0,19.833799152151215,300.0000000000006
51,Pizza,mountainous,dry,medium,5,300000,0.14945134402120516,0.0008907704384738826,62.0,19.4363704539946,300.0000000000006
52,RandomWalk,mountainous,dry,medium,5,300000,0.039972707140950775,0.00032526262032764563,11.0,3.9516745054762503,300.0000000000002
52,Greedy,mountainous,dry,medium,5,300000,0.1463957090117427,0.0029248684940811715,44.0,11.254190844901329,300.0000000000007
52,Spiral,mountainous,dry,medium,5,300000,0.15654865985408287,0.0007165983353475045,61.0,19.896275836515294,300.0000000000007
52,Concentric,mountainous,dry,medium,5,300000,0.15694472569268744,0.0007683564144708935,66.0,19.833799152151226,300.0000000000006
52,Pizza,mountainous,dry,medium,5,300000,0.18137843491201525,0.0018771447886277255,68.0,19.436370453994584,300.0000000000006
53,RandomWalk,mountainous,dry,medium,5,300000,0.014177601705591186,5.6174659458654754e-08,7.000000000000001,3.9808120097643553,299.99999999999966
53,Greedy,mountainous,dry,medium,5,300000,0.0488711765523586,7.94342931713375e-11,44.0,5.827871099229124,300.0000000000003
53,Spiral,mountainous,dry,medium,5,300000,0.0628348528765586,6.43332083445808e-17,64.0,19.896275836515294,300.0000000000007
53,Concentric,mountainous,dry,medium,5,300000,0.06297767851880766,1.70840192595814e-17,62.0,19.833799152151226,300.0000000000006
53,Pizza,mountainous,dry,medium,5,300000,0.0680451177931383,1.0732793523124909e-10,65.0,19.436370453994584,300.0000000000006
54,RandomWalk,mountainous,dry,medium,5,300000,0.028107818536394026,0.0012554678685010455,10.0,3.102538661765384,299.9999999999992
54,Greedy,mountainous,dry,medium,5,300000,0.13742593036785236,0.002087866419504052,44.0,14.860638157798295,300.00000000000097
54,Spiral,mountainous,dry,medium,5,300000,0.1456478882912058,0.00029711060272393874,55.00000000000001,19.896275836515716,300.0000000000007
54,Concentric,mountainous,dry,medium,5,300000,0.14461522770539068,0.0003072418027805854,56.99999999999999,19.833799152151645,300.0
54,Pizza,mountainous,dry,medium,5,300000,0.15887453531407827,0.0006534564582320667,56.00000000000001,19.43637045399479,299.99999999999983
55,RandomWalk,mountainous,dry,medium,5,300000,0.008014996796284566,4.822756328262833e-13,1.0,3.6344465691794263,300.00000000000074
55,Greedy,mountainous,dry,medium,5,300000,0.052813487265032606,7.559926879169636e-05,44.0,5.776201633577135,300.0000000000001
55,Spiral,mountainous,dry,medium,5,300000,0.07702477668326564,2.749957083300086e-07,61.0,19.896275836515265,300.0000000000006
55,Concentric,mountainous,dry,medium,5,300000,0.07469833462184045,2.0672505685688747e-07,63.0,19.833799152151215,300.0000000000006
55,Pizza,mountainous,dry,medium,5,300000,0.07086860630402557,5.0723361517731895e-06,51.0,19.4363704539946,300.0000000000006
56,RandomWalk,mountainous,dry,medium,5,300000,0.03881293240732244,0.0006663254855795509,13.0,3.9671293529987017,300.0
56,Greedy,mountainous,dry,medium,5,300000,0.08700534862869719,0.0036166789847043054,21.0,7.215826845099509,300.0
56,Spiral,mountainous,dry,medium,5,300000,0.11567222443977633,0.0005303409414136476,32.0,19.896275836515677,300.0000000000007
56,Concentric,mountainous,dry,medium,5,300000,0.11620758437776536,0.0006094648588758082,34.0,19.833799152151638,300.0000000000001
56,Pizza,mountainous,dry,medium,5,300000,0.13996891549161994,0.0009253021783435409,44.0,19.436370453994808,299.99999999999983
57,RandomWalk,mountainous,dry,medium,5,300000,0.02517576171844855,0.0007373883583189042,12.0,2.775129292735959,299.9999999999998
57,Greedy,mountainous,dry,medium,5,300000,0.16500919804346714,0.005345029058414764,65.0,9.065583797064303,299.99999999999966
57,Spiral,mountainous,dry,medium,5,300000,0.15765929693606973,0.00045816944973188755,61.0,19.8962758365158,300.0000000000002
57,Concentric,mountainous,dry,medium,5,300000,0.15628484833554035,0.0003963185627153188,56.99999999999999,19.83379915215168,300.00000000000017
57,Pizza,mountainous,dry,medium,5,300000,0.1825916063798593,0.0007038692787780053,65.0,19.436370453994375,300.0000000000001
58,RandomWalk,mountainous,dry,medium,5,300000,0.022344308768566537,0.00022720377014082163,18.0,3.420303011410766,300.0000000000002
58,Greedy,mountainous,dry,medium,5,300000,0.08727320397080078,0.0015986486644938814,37.0,10.582481028488987,300.0000000000005
58,Spiral,mountainous,dry,medium,5,300000,0.12345811909024544,0.0003688695568326303,66.0,19.89627583651539,300.00000000000057
58,Concentric,mountainous,dry,medium,5,300000,0.12169714644734479,0.00037452573677630306,68.0,19.83379915215126,300.0000000000005
58,Pizza,mountainous,dry,medium,5,300000,0.13013693247985847,0.0007761773999545999,66.0,19.436370453994538,300.0000000000007
59,RandomWalk,mountainous,dry,medium,5,300000,0.016652909286060356,0.0005132744496820739,4.0,3.3778317572849303,300.0000000000001
59,Greedy,mountainous,dry,medium,5,300000,0.11728427143754895,0.0017668865899283421,53.0,9.561664547022682,300.0000000000002
59,Spiral,mountainous,dry,medium,5,300000,0.13366794615292382,0.00031182510901702225,50.0,19.896275836515684,300.00000000000006
59,Concentric,mountainous,dry,medium,5,300000,0.13087141859354676,0.00032396073700932703,47.0,19.83379915215163,299.9999999999999
59,Pizza,mountainous,dry,medium,5,300000,0.14830593734025396,0.0010463220014586647,41.0,19.436370453994403,300.0000000000001
60,RandomWalk,mountainous,dry,medium,5,300000,0.03427070716990577,0.00033199523843661975,12.0,3.4006692488780774,300.00000000000017
60,Greedy,mountainous,dry,medium,5,300000,0.17162768367195996,0.001524586223998299,59.0,15.943215501115708,299.99999999999994
60,Spiral,mountainous,dry,medium,5,300000,0.17227026603704954,0.00035862006088027,60.0,19.89627583651539,300.00000000000057
60,Concentric,mountainous,dry,medium,5,300000,0.1711297477091565,0.000361030520707108,60.0,19.83379915215126,300.0000000000005
60,Pizza,mountainous,dry,medium,5,300000,0.1857821218673178,0.0008792441905985375,69.0,19.436370453994538,300.0000000000007
Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
1,RandomWalk,flat,temperate,medium,5,300000,0.08999101525634055,0.009243316834716318,25.0,2.9786042935345187,299.99999999999983
1,Greedy,flat,temperate,medium,5,300000,0.2680906186761723,0.012179686639696596,84.0,7.518955085024591,299.9999999999997
1,Spiral,flat,temperate,medium,5,300000,0.2764032264024489,0.008199666247056795,97.0,10.181000091427313,153.61823856611556
1,Concentric,flat,temperate,medium,5,300000,0.27744742233703723,0.008375849853804879,100.0,10.431351366554365,158.3154098632963
1,Pizza,flat,temperate,medium,5,300000,0.2775709606383369,0.010977160574711504,100.0,10.434630900816263,162.3076089770762
2,RandomWalk,flat,temperate,medium,5,300000,0.09637649192444465,0.007713024670311059,28.999999999999996,3.623319810952222,299.99999999999994
2,Greedy,flat,temperate,medium,5,300000,0.19758106556185856,0.010126670775060409,77.0,8.203011959136969,300.0000000000002
2,Spiral,flat,temperate,medium,5,300000,0.21249246114717715,0.0060008851094559045,99.0,10.18100009142708,153.61823856611545
2,Concentric,flat,temperate,medium,5,300000,0.21297549215941053,0.005886846230835256,100.0,10.431351366502813,158.31540986329608
2,Pizza,flat,temperate,medium,5,300000,0.21304427779976562,0.006740817361516538,100.0,10.434630900816671,162.30760897707634
3,RandomWalk,flat,temperate,medium,5,300000,0.10266975588337743,0.00448406484196769,39.0,3.2875821542568855,299.99999999999994
3,Greedy,flat,temperate,medium,5,300000,0.21456262968739592,0.008880524501275782,86.0,8.090682452182277,300.0000000000002
3,Spiral,flat,temperate,medium,5,300000,0.23906126223363147,0.005807689043249931,99.0,10.18100009142731,153.61823856611556
3,Concentric,flat,temperate,medium,5,300000,0.23932867686392326,0.005907179669688035,100.0,10.431351366554376,158.3154098632963
3,Pizza,flat,temperate,medium,5,300000,0.2395009957566807,0.007954674475866255,100.0,10.434630900816273,162.3076089770762
4,RandomWalk,flat,temperate,medium,5,300000,0.10819475416857895,0.007893551805482372,43.0,3.6764256401198585,299.99999999999966
4,Greedy,flat,temperate,medium,5,300000,0.20801590682070198,0.007428701716363027,79.0,7.402573013909036,299.9999999999999
4,Spiral,flat,temperate,medium,5,300000,0.23738056131582355,0.005729281681967726,100.0,10.181000091427073,153.61823856611545
4,Concentric,flat,temperate,medium,5,300000,0.23712552942891538,0.005693079556886836,100.0,10.431351366502838,158.31540986329608
4,Pizza,flat,temperate,medium,5,300000,0.23725948420459797,0.007171173237072049,100.0,10.434630900816678,162.3076089770763
5,RandomWalk,flat,temperate,medium,5,300000,0.11644339401962121,0.004658090386107412,23.0,4.246167300125097,300.00000000000017
5,Greedy,flat,temperate,medium,5,300000,0.20527555340177003,0.008530501884510211,64.0,7.780233823239995,299.99999999999994
5,Spiral,flat,temperate,medium,5,300000,0.24187942161193715,0.005783741810285353,95.0,10.181000091427313,153.61823856611556
5,Concentric,flat,temperate,medium,5,300000,0.24190631218736883,0.005709074460888701,100.0,10.431351366554365,158.3154098632963
5,Pizza,flat,temperate,medium,5,300000,0.24212198364708715,0.006752002614683077,100.0,10.434630900816263,162.3076089770762
6,RandomWalk,flat,temperate,medium,5,300000,0.08912452782564882,0.00611999362988678,36.0,3.615396836009148,300.00000000000034
6,Greedy,flat,temperate,medium,5,300000,0.21109744832248667,0.0074424469933783354,77.0,8.120205611479962,300.0000000000004
6,Spiral,flat,temperate,medium,5,300000,0.23024192890917863,0.0050070429627223825,97.0,10.181000091427073,153.61823856611545
6,Concentric,flat,temperate,medium,5,300000,0.23077401509527942,0.005111048417752446,100.0,10.431351366502838,158.31540986329608
6,Pizza,flat,temperate,medium,5,300000,0.23094179794830283,0.006688815627024044,100.0,10.434630900816678,162.3076089770763
7,RandomWalk,flat,temperate,medium,5,300000,0.10100132119461223,0.004789437988504821,42.0,3.9941231803998587,299.9999999999999
7,Greedy,flat,temperate,medium,5,300000,0.21000679866288502,0.008159431704019419,82.0,8.365903090152209,299.9999999999999
7,Spiral,flat,temperate,medium,5,300000,0.22297140377963526,0.004435860963373205,98.0,10.181000091427068,153.61823856611545
7,Concentric,flat,temperate,medium,5,300000,0.22382672871754958,0.004474015966647081,100.0,10.431351366502838,158.31540986329608
7,Pizza,flat,temperate,medium,5,300000,0.22394488257593337,0.005914913931853048,100.0,10.43463090081668,162.30760897707634
8,RandomWalk,flat,temperate,medium,5,300000,0.07366755285663974,0.004087860470411986,26.0,3.3709382221016613,300.0000000000003
8,Greedy,flat,temperate,medium,5,300000,0.17541823227812123,0.007997212860685877,65.0,7.471467160169219,299.99999999999955
8,Spiral,flat,temperate,medium,5,300000,0.20343896067684258,0.005393940946236154,93.0,10.181000091427073,153.61823856611545
8,Concentric,flat,temperate,medium,5,300000,0.20411863327250165,0.005194629650958133,100.0,10.431351366502838,158.31540986329608
8,Pizza,flat,temperate,medium,5,300000,0.204466030061141,0.004130088115493568,100.0,10.434630900816678,162.3076089770763
9,RandomWalk,flat,temperate,medium,5,300000,0.09123007587855815,0.0036568973011763964,44.0,3.4065166597221466,300.0000000000001
9,Greedy,flat,temperate,medium,5,300000,0.18987417903214465,0.009500622588387927,77.0,7.445850408476182,299.9999999999995
9,Spiral,flat,temperate,medium,5,300000,0.22930453825264757,0.004265963131014319,99.0,10.181000091427313,153.61823856611556
9,Concentric,flat,temperate,medium,5,300000,0.2300656445482544,0.004229483185392518,99.0,10.431351366554365,158.3154098632963
9,Pizza,flat,temperate,medium,5,300000,0.23011702998304243,0.0054461621048515416,100.0,10.434630900816263,162.3076089770762
10,RandomWalk,flat,temperate,medium,5,300000,0.0883430921553725,0.0053279868977106045,46.0,3.8538853267548228,299.9999999999998
10,Greedy,flat,temperate,medium,5,300000,0.16479215546481732,0.003680220891996205,82.0,5.272843107229297,299.9999999999998
10,Spiral,flat,temperate,medium,5,300000,0.1859655912831386,0.0016333089641639618,100.0,10.181000091427313,153.61823856611556
10,Concentric,flat,temperate,medium,5,300000,0.1862880192341698,0.0015002944896054936,100.0,10.431351366554365,158.3154098632963
10,Pizza,flat,temperate,medium,5,300000,0.18601268897050358,0.005211673597192372,100.0,10.434630900816263,162.3076089770762
11,RandomWalk,flat,temperate,medium,5,300000,0.12084570812047923,0.004809873966773888,21.0,3.185494131153998,300.0000000000005
11,Greedy,flat,temperate,medium,5,300000,0.24867202955232431,0.012609189915624104,76.0,7.460664352796621,299.9999999999999
11,Spiral,flat,temperate,medium,5,300000,0.3053462448148192,0.007432441973688929,94.0,10.181000091427313,153.61823856611556
11,Concentric,flat,temperate,medium,5,300000,0.30593762234404487,0.007594610345265911,100.0,10.431351366554365,158.3154098632963
11,Pizza,flat,temperate,medium,5,300000,0.3061591207036002,0.009871908081720018,100.0,10.434630900816263,162.3076089770762
12,RandomWalk,flat,temperate,medium,5,300000,0.1234272329595322,0.007608891306182315,21.0,3.3525465098008658,299.9999999999993
12,Greedy,flat,temperate,medium,5,300000,0.27834320514629224,0.009991101286638734,64.0,8.179107281286093,299.99999999999994
12,Spiral,flat,temperate,medium,5,300000,0.3101687913358398,0.006670979628708394,95.0,10.181000091427313,153.61823856611556
12,Concentric,flat,temperate,medium,5,300000,0.3108326302137955,0.006619678557512584,100.0,10.431351366554365,158.3154098632963
12,Pizza,flat,temperate,medium,5,300000,0.3111533371603967,0.00822475591730973,100.0,10.434630900816263,162.3076089770762
13,RandomWalk,flat,temperate,medium,5,300000,0.12474515345216106,0.004021037152239383,37.0,3.611253397397336,300.0000000000007
13,Greedy,flat,temperate,medium,5,300000,0.3087406670002589,0.010624048788988065,82.0,8.794703931686996,299.9999999999994
13,Spiral,flat,temperate,medium,5,300000,0.3247863125978066,0.007097449946332916,98.0,10.181000091427073,153.61823856611545
13,Concentric,flat,temperate,medium,5,300000,0.3256516742473781,0.007215020144808873,100.0,10.431351366502838,158.31540986329608
13,Pizza,flat,temperate,medium,5,300000,0.3258623334578928,0.009264372533247476,100.0,10.434630900816678,162.3076089770763
14,RandomWalk,flat,temperate,medium,5,300000,0.13824643364072758,0.009718653109227933,34.0,3.6143242708956285,300.00000000000006
14,Greedy,flat,temperate,medium,5,300000,0.2742927232860573,0.012935339888328635,87.0,6.80321930500796,299.99999999999983
14,Spiral,flat,temperate,medium,5,300000,0.29248292928861874,0.008869045731802628,98.0,10.181000091427068,153.61823856611545
14,Concentric,flat,temperate,medium,5,300000,0.2939260412581066,0.009070232704743265,100.0,10.431351366502838,158.31540986329608
14,Pizza,flat,temperate,medium,5,300000,0.29415156429336237,0.011234223385052798,100.0,10.43463090081668,162.30760897707634
15,RandomWalk,flat,temperate,medium,5,300000,0.11348029545014253,0.009376739512652823,25.0,3.2976335449601657,299.99999999999983
15,Greedy,flat,temperate,medium,5,300000,0.25442404641050775,0.01903162692544651,56.00000000000001,6.000951972101399,300.0000000000005
15,Spiral,flat,temperate,medium,5,300000,0.32908276411504617,0.008279556430217215,100.0,10.181000091427068,153.61823856611545
15,Concentric,flat,temperate,medium,5,300000,0.32851635114484146,0.00813211273498389,100.0,10.431351366502838,158.31540986329608
15,Pizza,flat,temperate,medium,5,300000,0.3289674259349166,0.008503331389108403,100.0,10.43463090081668,162.30760897707634
16,RandomWalk,mountainous,temperate,medium,5,300000,0.025953371903718755,7.396958645088176e-05,7.000000000000001,3.218986411871013,299.9999999999999
16,Greedy,mountainous,temperate,medium,5,300000,0.14444177676652414,6.252204217686879e-05,45.0,10.152819749923959,300.0000000000003
16,Spiral,mountainous,temperate,medium,5,300000,0.17949118353401924,8.642064853491964e-05,73.0,19.896533265788108,299.9999999999998
16,Concentric,mountainous,temperate,medium,5,300000,0.1767329178952056,7.26974459456236e-05,67.0,19.830511227949092,300.00000000000057
16,Pizza,mountainous,temperate,medium,5,300000,0.19945883579780901,0.0009405080204323745,73.0,19.436370453994748,299.9999999999999
17,RandomWalk,mountainous,temperate,medium,5,300000,0.044649511647596916,0.0013364846886728071,10.0,4.0063912573503835,300.0000000000008
17,Greedy,mountainous,temperate,medium,5,300000,0.13265975355052625,0.0035992956894834913,34.0,12.993052640452824,299.99999999999966
17,Spiral,mountainous,temperate,medium,5,300000,0.16763547008002871,0.0011522494146454568,60.0,19.896533265787866,300.0
17,Concentric,mountainous,temperate,medium,5,300000,0.16773006864157522,0.001188536568718081,65.0,19.830511227949092,299.9999999999998
17,Pizza,mountainous,temperate,medium,5,300000,0.1788793588538436,0.0015827681197056243,66.0,19.436370453994588,300.0000000000007
18,RandomWalk,mountainous,temperate,medium,5,300000,0.030655079095350188,0.00042249371519290216,9.0,4.036563293762458,300.00000000000045
18,Greedy,mountainous,temperate,medium,5,300000,0.13631205852183612,0.00391483483511577,57.99999999999999,11.93659357425793,300.00000000000085
18,Spiral,mountainous,temperate,medium,5,300000,0.12978638873074108,0.0004545591043973654,64.0,19.896533265787873,300.0
18,Concentric,mountainous,temperate,medium,5,300000,0.12672553355350802,0.0003952741735190911,65.0,19.83051122794908,299.9999999999998
18,Pizza,mountainous,temperate,medium,5,300000,0.14482562699744553,0.000521484580071608,66.0,19.436370453994538,300.0000000000006
19,RandomWalk,mountainous,temperate,medium,5,300000,0.05572002368766364,0.0023154158099826885,13.0,3.6075397570222747,299.9999999999998
19,Greedy,mountainous,temperate,medium,5,300000,0.18767268148385846,0.003994834074700809,55.00000000000001,13.223229041531408,299.9999999999999
19,Spiral,mountainous,temperate,medium,5,300000,0.19945561228780115,0.0015061193528889732,62.0,19.896533265787866,300.0
19,Concentric,mountainous,temperate,medium,5,300000,0.19981869746778222,0.001614714897811832,65.0,19.830511227949092,299.9999999999998
19,Pizza,mountainous,temperate,medium,5,300000,0.22148837965245682,0.0027529608710610593,61.0,19.436370453994588,300.0000000000007
20,RandomWalk,mountainous,temperate,medium,5,300000,0.04463933259363516,0.0022599112743175156,10.0,3.5806507172123445,300.00000000000045
20,Greedy,mountainous,temperate,medium,5,300000,0.15081630740140484,0.004667608134565812,51.0,12.207143863315013,299.9999999999997
20,Spiral,mountainous,temperate,medium,5,300000,0.1761812280341561,0.0019702963609391035,63.0,19.896533265787866,300.0
20,Concentric,mountainous,temperate,medium,5,300000,0.1775770486590043,0.0020741525787136765,63.0,19.830511227949092,299.9999999999998
20,Pizza,mountainous,temperate,medium,5,300000,0.1980467909087796,0.0031956228059103055,59.0,19.436370453994588,300.0000000000007
21,RandomWalk,mountainous,temperate,medium,5,300000,0.0486646342237202,0.001308363102953718,16.0,3.388610741850324,300.00000000000045
21,Greedy,mountainous,temperate,medium,5,300000,0.18199253861207906,0.0032323578421223653,43.0,13.156817388860896,299.9999999999998
21,Spiral,mountainous,temperate,medium,5,300000,0.20340344667354215,0.0014392142561766696,62.0,19.896533265788005,299.9999999999994
21,Concentric,mountainous,temperate,medium,5,300000,0.20307664868027256,0.0014768958809351213,65.0,19.830511227949074,300.0000000000006
21,Pizza,mountainous,temperate,medium,5,300000,0.22603190467211576,0.002101427720172899,67.0,19.43637045399476,299.99999999999983
22,RandomWalk,mountainous,temperate,medium,5,300000,0.02412333126722479,0.0005423703245290192,7.000000000000001,3.4664370684524903,299.99999999999955
22,Greedy,mountainous,temperate,medium,5,300000,0.15802525159917788,0.003400460236177776,71.0,12.571534860244352,300.00000000000034
22,Spiral,mountainous,temperate,medium,5,300000,0.15505393521687824,0.0007920732878247135,54.0,19.896533265787873,300.0
22,Concentric,mountainous,temperate,medium,5,300000,0.1503870621968666,0.0008454587082916672,51.0,19.83051122794908,299.9999999999998
22,Pizza,mountainous,temperate,medium,5,300000,0.15580387252472835,0.0011998485124632692,57.99999999999999,19.436370453994538,300.0000000000006
23,RandomWalk,mountainous,temperate,medium,5,300000,0.04283168336403561,0.0019854829935820944,13.0,3.8970220045469306,300.0000000000001
23,Greedy,mountainous,temperate,medium,5,300000,0.14006960178920275,0.002890622370585845,50.0,9.780054814634866,299.99999999999943
23,Spiral,mountainous,temperate,medium,5,300000,0.13154593797908384,0.0008528856087658892,64.0,19.896533265787827,299.9999999999991
23,Concentric,mountainous,temperate,medium,5,300000,0.13509554955766387,0.0008301637030863183,68.0,19.83051122794904,299.9999999999997
23,Pizza,mountainous,temperate,medium,5,300000,0.1531619217833349,0.0020664781939103254,52.0,19.436370453994513,300.0000000000006
24,RandomWalk,mountainous,temperate,medium,5,300000,0.02909297741861607,0.0018710140616672048,7.000000000000001,2.8177364272177026,299.99999999999966
24,Greedy,mountainous,temperate,medium,5,300000,0.11719483843362502,0.0021352423966328757,48.0,12.794965824703471,299.99999999999943
24,Spiral,mountainous,temperate,medium,5,300000,0.14233587135110487,0.0009538779622867017,65.0,19.896533265787866,300.0
24,Concentric,mountainous,temperate,medium,5,300000,0.14247813819657867,0.0009788705846979617,69.0,19.830511227949092,299.9999999999998
24,Pizza,mountainous,temperate,medium,5,300000,0.15476613317013904,0.0013933653600606154,73.0,19.436370453994588,300.0000000000007
25,RandomWalk,mountainous,temperate,medium,5,300000,0.03251765281723187,0.000711494755449151,14.000000000000002,3.4759840752347517,299.99999999999955
25,Greedy,mountainous,temperate,medium,5,300000,0.12497542160137222,0.002039853757234877,53.0,14.215654668787927,300.00000000000006
25,Spiral,mountainous,temperate,medium,5,300000,0.13558305875367793,0.0008859483002601731,70.0,19.896533265787873,300.0
25,Concentric,mountainous,temperate,medium,5,300000,0.13560333813031641,0.0009383432920212219,71.0,19.83051122794908,299.9999999999998
25,Pizza,mountainous,temperate,medium,5,300000,0.1475869973530822,0.0014246124921329136,66.0,19.436370453994538,300.0000000000006
26,RandomWalk,mountainous,temperate,medium,5,300000,0.07456328390271313,0.0014845413718051013,20.0,4.950700073919881,300.00000000000006
26,Greedy,mountainous,temperate,medium,5,300000,0.14435234512028025,0.008132908083957311,45.0,7.944904420919391,299.9999999999994
26,Spiral,mountainous,temperate,medium,5,300000,0.2037167918985429,0.0019463659639815175,77.0,19.896533265787873,300.0
26,Concentric,mountainous,temperate,medium,5,300000,0.20168665109382494,0.002087760367316166,67.0,19.83051122794908,299.9999999999998
26,Pizza,mountainous,temperate,medium,5,300000,0.22059635778831185,0.00419950246389802,57.99999999999999,19.436370453994538,300.0000000000006
27,RandomWalk,mountainous,temperate,medium,5,300000,0.01826934926965987,2.483304904687495e-22,9.0,4.231750051891948,300.0000000000001
27,Greedy,mountainous,temperate,medium,5,300000,0.09375398157163643,3.104968705806634e-17,45.0,5.152829596112617,300.00000000000034
27,Spiral,mountainous,temperate,medium,5,300000,0.09872699231427123,2.5933813342969e-12,59.0,19.896533265787873,300.0
27,Concentric,mountainous,temperate,medium,5,300000,0.09322466075419714,1.1427166299217948e-12,49.0,19.83051122794908,299.9999999999998
27,Pizza,mountainous,temperate,medium,5,300000,0.07957226664467562,3.5332263985446936e-06,30.0,19.436370453994538,300.0000000000006
28,RandomWalk,mountainous,temperate,medium,5,300000,0.06122721656171597,1.077566898073697e-07,18.0,3.8574250085776782,300.00000000000045
28,Greedy,mountainous,temperate,medium,5,300000,0.2620946023408181,0.0007440780382642945,62.0,5.308037443556093,300.0
28,Spiral,mountainous,temperate,medium,5,300000,0.24536138494302548,1.1728313461267783e-05,64.0,19.896533265788005,299.9999999999994
28,Concentric,mountainous,temperate,medium,5,300000,0.25073258786134,2.357940156284674e-05,63.0,19.830511227949074,300.0000000000006
28,Pizza,mountainous,temperate,medium,5,300000,0.29120643675886254,0.0049843700694069204,81.0,19.43637045399476,299.99999999999983
29,RandomWalk,mountainous,temperate,medium,5,300000,0.032527805579625105,0.0004750140261159487,6.0,4.077571159051539,299.9999999999999
29,Greedy,mountainous,temperate,medium,5,300000,0.16215658968359611,0.002640947387355577,40.0,9.989934567606852,299.9999999999998
