survivor_id,x_m,y_m,original_found,radiation_aware_found,original_discovery_distance_m,radiation_aware_discovery_distance_m,discovery_distance_delta_aware_minus_original_m,original_pre_discovery_total_dose,radiation_aware_pre_discovery_total_dose,dose_unit,dose_delta_original_minus_radiation_aware,dose_reduction_ratio,dose_reduction_percent
63,522770.0664098702,5696753.747348736,False,True,,23442.826960680995,,0.6427051916819437,0.17276505067336992,uSv,0.46994014100857384,0.7311908275997461,73.1190827599746
64,523175.7191494098,5696687.15984463,True,True,3712.176601574767,3712.176601574767,0.0,0.07907186710467869,0.07907186710467869,uSv,0.0,0.0,0.0
65,523434.74895389134,5696826.280381553,True,True,4028.12057393225,85940.85935024764,81912.7387763154,0.08043483765842147,1.71609537082806,uSv,-1.6356605331696386,-20.33522514355925,-2033.522514355925
66,522904.3889521106,5696786.055942155,True,True,4942.911566961438,16026.352073564643,11083.440506603205,0.04125694276262029,0.13376696735020016,uSv,-0.09251002458757987,-2.2422898642745777,-224.22898642745778
67,523218.7080393648,5697039.669150325,True,True,5737.123010469204,9782.352209853225,4045.229199384021,0.05143213043178809,0.08769678005312873,uSv,-0.036264649621340635,-0.7050971701325236,-70.50971701325237
68,522769.4898960521,5696530.872402585,True,True,594.308825844686,594.308825844686,0.0,0.004412368553922979,0.004412368553922979,uSv,0.0,0.0,0.0
69,523057.0620742013,5697099.501879108,True,True,9837.95977547755,80798.24090677152,70960.28113129397,0.07510502417539666,0.6168305192463578,uSv,-0.5417254950709611,-7.212906207257739,-721.2906207257739
70,523193.7340869445,5696585.5976204695,True,True,29137.32364249471,17101.780226005005,-12035.543416489705,0.7732802689752029,0.453866984331842,uSv,0.31941328464336083,0.413062763216067,41.3062763216067
71,522602.99009687745,5697268.728193819,True,True,11670.762291664907,30970.57736983336,19299.815078168453,0.0727853411872665,0.19314968331073595,uSv,-0.12036434212346946,-1.6536893302978253,-165.36893302978254
72,523235.0931901159,5697087.828937125,True,True,5786.007955090391,49106.11813531951,43320.11018022912,0.04874339378748719,0.41368744602898694,uSv,-0.36494405224149973,-7.487046425872458,-748.7046425872458
73,523324.7786641355,5696735.224865026,True,True,3880.474022717463,3880.474022717463,0.0,0.18337627209251206,0.18337627209251206,uSv,0.0,0.0,0.0
74,523078.75877338107,5696748.782502631,True,True,4522.78143816552,6804.061701229382,2281.2802630638625,0.05520765664365819,0.08305426811340634,uSv,-0.02784661146974815,-0.5043976354491211,-50.43976354491211
75,522733.3042571091,5697504.215260472,True,True,53874.40637815159,55024.89231104961,1150.4859328980237,0.33050399657889434,0.33756189706250506,uSv,-0.007057900483610713,-0.021354962592489944,-2.135496259248994
76,522778.1583192075,5697514.587236744,True,True,53855.53194513895,55075.82997132876,1220.298026189812,0.33137709274826965,0.3388856772446063,uSv,-0.007508584496336623,-0.022658731278207313,-2.2658731278207314
77,522638.6940012301,5697329.766779418,True,True,11788.236244361126,58685.87554950238,46897.63930514125,0.07329050775564505,0.36486523750871164,uSv,-0.2915747297530666,-3.9783423349336617,-397.8342334933662
78,522751.01258016465,5696946.41042006,True,True,23840.354638694305,15038.058830427171,-8802.295808267134,0.16579099964130783,0.10457792444558467,uSv,0.061213075195723166,0.3692183250487595,36.92183250487595
79,523404.30215464113,5697325.287066394,True,False,15748.213633901707,,,0.10916178350285712,0.6024451481712163,uSv,-0.4932833646683592,-4.518828374175916,-451.88283741759165
80,523238.98447642336,5697031.320640749,True,True,5717.091335883888,9756.466593131352,4039.375257247464,0.052566376506712434,0.0897068222595422,uSv,-0.037140445752829765,-0.7065437684883442,-70.65437684883442
81,523202.753200823,5697245.40298261,True,True,6749.73051703695,41321.399767383264,34571.66925034631,0.04850942057580475,0.29697143538360055,uSv,-0.24846201480779578,-5.121933262829411,-512.193326282941
82,523193.19623910234,5697183.825701348,True,True,5904.141497327108,11510.979825091823,5606.838327764715,0.04434146999784383,0.08645012433918912,uSv,-0.042108654341345295,-0.9496449789191223,-94.96449789191222
83,522539.03472026443,5696762.621366847,False,True,,24764.771758963998,,0.5689210445061366,0.1615550099265187,uSv,0.40736603457961784,0.7160326349559457,71.60326349559458
84,523355.73362253915,5697420.227922904,True,False,16251.37640838026,,,0.10770863859880053,0.576021340223464,uSv,-0.46831270162466343,-4.347958601250751,-434.79586012507514
85,523353.65557529544,5697244.914884002,True,True,6136.086989526994,10674.532958925009,4538.445969398014,0.0448383875987113,0.0780022915360256,uSv,-0.0331639039373143,-0.7396319473866955,-73.96319473866954
86,522766.7100205232,5696996.934132816,True,True,47726.680365853055,77874.83945891388,30148.15909306082,0.32973015368036257,0.5380152691489688,uSv,-0.20828511546860623,-0.6316835543967748,-63.16835543967748
87,523296.67082683934,5696725.0963258315,True,True,3848.352544327192,3848.352544327192,0.0,0.17116351060680593,0.17116351060680593,uSv,0.0,0.0,0.0
88,522731.8071445958,5696847.684871984,False,True,,23662.65544149862,,0.6146855295878719,0.16678253524632317,uSv,0.4479029943415488,0.7286701455976266,72.86701455976265
89,522966.6170852334,5697196.024145708,True,True,43199.309777761526,40920.38896703734,-2278.9208107241866,0.2997353138823433,0.2839231852157169,uSv,0.0158121286666264,0.05275363940877924,5.2753639408779245
90,523338.25533690606,5696965.788214354,True,True,40336.967195338795,7980.852691615618,-32356.114503723176,0.45026132659493545,0.08908625437513949,uSv,0.36117507221979595,0.8021454450710945,80.21454450710945
91,523218.88540464384,5697116.692291211,True,True,5826.37238804044,29186.49919108438,23360.12680304394,0.04708717090281993,0.23587741804602053,uSv,-0.18879024714320058,-4.009377576173183,-400.9377576173183
92,522592.45806408155,5696839.096939503,False,True,,24654.01905999071,,0.5763375446206634,0.16292913102693718,uSv,0.41340841359372626,0.717302590213562,71.7302590213562
93,522875.4254994288,5696947.537773756,True,True,24132.137232212237,15458.045399776493,-8674.091832435744,0.18088836483648602,0.11586957794195352,uSv,0.0650187868945325,0.3594415094265804,35.944150942658034
94,523159.9365257337,5697225.045066174,True,True,42893.81342749768,40722.96522245198,-2170.848205045695,0.3097496889631502,0.2940733127548261,uSv,0.015676376208324072,0.05060982066131803,5.060982066131803
95,523392.75022980326,5696608.84735645,False,True,,4598.884254670441,,141.13573556003809,7.442581039823527,uSv,133.69315452021456,0.947266501922488,94.72665019224878
96,522606.88547925075,5696583.832816892,True,True,772.8628645779196,772.8628645779196,0.0,0.005206166582179758,0.005206166582179758,uSv,0.0,0.0,0.0
97,522416.24037758756,5696751.384307366,True,True,1777.2766325849677,1777.2766325849677,0.0,0.011195004041537645,0.011195004041537645,uSv,0.0,0.0,0.0
98,522614.98475117446,5697375.775148595,True,True,11843.639105228887,30735.487516338886,18891.848411109997,0.07293317971840879,0.1892692621622003,uSv,-0.11633608244379151,-1.595105038515516,-159.5105038515516
99,522674.246223303,5697108.8041538065,True,True,8056.586199684417,12179.272930554238,4122.686730869821,0.05240481318072484,0.07922121191079107,uSv,-0.026816398730066228,-0.5117163310474245,-51.17163310474245
