step_index,mode_before,mode_after,x_m,y_m,sar_row,sar_col,step_distance_m,total_distance_m,measurement_excess,measurement_quantity,measurement_unit,platform_altitude_m,value_reference_height_m,estimator_updated_cells,estimator_update_time_s,hazard_active,hazard_transition,hazard_episode_index,entry_threshold_current,exit_threshold_current,normal_route_interrupted,mode_transition_reason,radiation_planning_time_s,continuation_planning_time_s
0,NORMAL,NORMAL,522960.9204974669,5696984.290406497,30,29,0.0,0.0,0.0817319123745831,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007569000008516014,False,,1,0.1,0.09000000000000001,False,,,
1,NORMAL,NORMAL,522940.9204974669,5696964.290406497,29,28,28.284271247461902,28.284271247461902,0.0810583379729557,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00047400000039488077,False,,1,0.1,0.09000000000000001,False,,,
2,NORMAL,NORMAL,522920.9204974669,5696944.290406497,28,27,28.284271247461902,56.568542494923804,0.07998422980874809,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00043479999294504523,False,,1,0.1,0.09000000000000001,False,,,
3,NORMAL,NORMAL,522900.9204974669,5696924.290406497,27,26,28.284271247461902,84.8528137423857,0.07854142064182429,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004084999964106828,False,,1,0.1,0.09000000000000001,False,,,
4,NORMAL,NORMAL,522880.9204974669,5696904.290406497,26,25,28.284271247461902,113.13708498984761,0.07677068022648659,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004212000058032572,False,,1,0.1,0.09000000000000001,False,,,
5,NORMAL,NORMAL,522860.9204974669,5696884.290406497,25,24,28.284271247461902,141.4213562373095,0.07471899886671757,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007412999984808266,False,,1,0.1,0.09000000000000001,False,,,
6,NORMAL,NORMAL,522840.9204974669,5696864.290406497,24,23,28.284271247461902,169.7056274847714,0.07243674733333022,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0006173999863676727,False,,1,0.1,0.09000000000000001,False,,,
7,NORMAL,NORMAL,522820.9204974669,5696844.290406497,23,22,28.284271247461902,197.9898987322333,0.06997499802758961,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00043539999751374125,False,,1,0.1,0.09000000000000001,False,,,
8,NORMAL,NORMAL,522800.9204974669,5696824.290406497,22,21,28.284271247461902,226.27416997969522,0.06738322279148318,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0005132000078447163,False,,1,0.1,0.09000000000000001,False,,,
9,NORMAL,NORMAL,522820.9204974669,5696804.290406497,21,22,28.284271247461902,254.55844122715712,0.0734052957148022,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00040430002263747156,False,,1,0.1,0.09000000000000001,False,,,
10,NORMAL,NORMAL,522840.9204974669,5696784.290406497,20,23,28.284271247461902,282.842712474619,0.08019566913445852,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004189999890513718,False,,1,0.1,0.09000000000000001,False,,,
11,NORMAL,NORMAL,522820.9204974669,5696764.290406497,19,22,28.284271247461902,311.1269837220809,0.07643406302819877,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007075000030454248,False,,1,0.1,0.09000000000000001,False,,,
12,NORMAL,NORMAL,522840.9204974669,5696744.290406497,18,23,28.284271247461902,339.4112549695428,0.08337725882544872,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007664000149816275,False,,1,0.1,0.09000000000000001,False,,,
13,NORMAL,NORMAL,522860.9204974669,5696724.290406497,17,24,28.284271247461902,367.6955262170047,0.09117279549972718,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0006636000180151314,False,,1,0.1,0.09000000000000001,False,,,
14,NORMAL,NORMAL,522840.9204974669,5696704.290406497,16,23,28.284271247461902,395.9797974644666,0.08586746225507308,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007472999859601259,False,,1,0.1,0.09000000000000001,False,,,
15,NORMAL,NORMAL,522820.9204974669,5696684.290406497,15,22,28.284271247461902,424.26406871192853,0.08072637186230741,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0006448000203818083,False,,1,0.1,0.09000000000000001,False,,,
16,NORMAL,NORMAL,522800.9204974669,5696664.290406497,14,21,28.284271247461902,452.54833995939043,0.07579664307538259,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0005672000115737319,False,,1,0.1,0.09000000000000001,False,,,
17,NORMAL,NORMAL,522820.9204974669,5696644.290406497,13,22,28.284271247461902,480.83261120685233,0.08175476870889503,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004522999806795269,False,,1,0.1,0.09000000000000001,False,,,
18,NORMAL,NORMAL,522820.9204974669,5696624.290406497,12,22,20.0,500.83261120685233,0.0819551833276439,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004447000101208687,False,,1,0.1,0.09000000000000001,False,,,
19,NORMAL,NORMAL,522820.9204974669,5696604.290406497,11,22,20.0,520.8326112068523,0.08194115877916802,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0003932999970857054,False,,1,0.1,0.09000000000000001,False,,,
20,NORMAL,NORMAL,522800.9204974669,5696584.290406497,10,21,28.284271247461902,549.1168824543142,0.07611769343711744,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0004112000169698149,False,,1,0.1,0.09000000000000001,False,,,
21,NORMAL,NORMAL,522800.9204974669,5696564.290406497,9,21,20.0,569.1168824543142,0.07573670031801966,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00039080000715330243,False,,1,0.1,0.09000000000000001,False,,,
22,NORMAL,NORMAL,522780.9204974669,5696544.290406497,8,20,28.284271247461902,597.4011537017761,0.07025773069281022,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0006027999916113913,False,,1,0.1,0.09000000000000001,False,,,
23,NORMAL,NORMAL,522760.9204974669,5696544.290406497,8,19,20.0,617.4011537017761,0.06580293062286352,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0006341999978758395,False,,1,0.1,0.09000000000000001,False,,,
24,NORMAL,NORMAL,522740.9204974669,5696544.290406497,8,18,20.0,637.4011537017761,0.06175708559106147,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00037789999623782933,False,,1,0.1,0.09000000000000001,False,,,
25,NORMAL,NORMAL,522720.9204974669,5696544.290406497,8,17,20.0,657.4011537017761,0.05807181920492599,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00034929998219013214,False,,1,0.1,0.09000000000000001,False,,,
26,NORMAL,NORMAL,522700.9204974669,5696544.290406497,8,16,20.0,677.4011537017761,0.0547056762005903,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0003521000035107136,False,,1,0.1,0.09000000000000001,False,,,
27,NORMAL,NORMAL,522680.9204974669,5696544.290406497,8,15,20.0,697.4011537017761,0.05162297153623158,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00034959998447448015,False,,1,0.1,0.09000000000000001,False,,,
28,NORMAL,NORMAL,522660.9204974669,5696544.290406497,8,14,20.0,717.4011537017761,0.04879285596420735,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00033829998574219644,False,,1,0.1,0.09000000000000001,False,,,
29,NORMAL,NORMAL,522640.9204974669,5696544.290406497,8,13,20.0,737.4011537017761,0.04618855292317897,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00047759999870322645,False,,1,0.1,0.09000000000000001,False,,,
30,NORMAL,NORMAL,522620.9204974669,5696564.290406497,9,12,28.284271247461902,765.685424949238,0.043975605782102245,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.0007412000268232077,False,,1,0.1,0.09000000000000001,False,,,
31,NORMAL,NORMAL,522600.9204974669,5696564.290406497,9,11,20.0,785.685424949238,0.041737163436668945,ground_equivalent_excess_gamma_dose_rate,uSv/h,50.0,1.0,6360,0.00046129999100230634,False,,1,0.1,0.09000000000000001,False,,,
