step_index,mode_before,mode_after,x_m,y_m,sar_row,sar_col,step_distance_m,total_distance_m
654,NORMAL,NORMAL,523340.920497467,5697384.290406496,50,48,28.284271247461902,15855.23086789666
655,NORMAL,NORMAL,523320.920497467,5697404.290406496,51,47,28.284271247461902,15883.515139144121
656,NORMAL,NORMAL,523300.920497467,5697424.290406496,52,46,28.284271247461902,15911.799410391583
657,NORMAL,NORMAL,523280.920497467,5697444.290406496,53,45,28.284271247461902,15940.083681639044
658,NORMAL,NORMAL,523260.920497467,5697464.290406496,54,44,28.284271247461902,15968.367952886505
659,NORMAL,NORMAL,523240.920497467,5697484.290406496,55,43,28.284271247461902,15996.652224133966
660,NORMAL,NORMAL,523240.920497467,5697504.290406496,56,43,20.0,16016.652224133966
661,NORMAL,NORMAL,523260.920497467,5697484.290406496,55,44,28.284271247461902,16044.936495381427
662,NORMAL,NORMAL,523280.920497467,5697484.290406496,55,45,20.0,16064.936495381427
663,NORMAL,NORMAL,523280.920497467,5697464.290406496,54,45,20.0,16084.936495381427
664,NORMAL,NORMAL,523300.920497467,5697464.290406496,54,46,20.0,16104.936495381427
665,NORMAL,NORMAL,523280.920497467,5697444.290406496,53,45,28.284271247461902,16133.220766628889
666,NORMAL,NORMAL,523280.920497467,5697464.290406496,54,45,20.0,16153.220766628889
667,NORMAL,NORMAL,523300.920497467,5697464.290406496,54,46,20.0,16173.220766628889
668,NORMAL,NORMAL,523300.920497467,5697444.290406496,53,46,20.0,16193.220766628889
669,NORMAL,NORMAL,523320.920497467,5697424.290406496,52,47,28.284271247461902,16221.50503787635
670,NORMAL,NORMAL,523340.920497467,5697404.290406496,51,48,28.284271247461902,16249.789309123811
671,NORMAL,NORMAL,523360.920497467,5697404.290406496,51,49,20.0,16269.789309123811
672,NORMAL,NORMAL,523380.920497467,5697384.290406496,50,50,28.284271247461902,16298.073580371272
673,NORMAL,NORMAL,523400.920497467,5697364.290406496,49,51,28.284271247461902,16326.357851618734
674,NORMAL,NORMAL,523420.920497467,5697344.290406496,48,52,28.284271247461902,16354.642122866195
675,NORMAL,NORMAL,523440.920497467,5697324.290406496,47,53,28.284271247461902,16382.926394113656
676,NORMAL,NORMAL,523460.920497467,5697304.290406496,46,54,28.284271247461902,16411.21066536112
677,NORMAL,NORMAL,523440.920497467,5697284.290406496,45,53,28.284271247461902,16439.494936608582
678,NORMAL,NORMAL,523460.920497467,5697304.290406496,46,54,28.284271247461902,16467.779207856045
679,NORMAL,NORMAL,523480.920497467,5697284.290406496,45,55,28.284271247461902,16496.063479103508
680,NORMAL,NORMAL,523460.920497467,5697304.290406496,46,54,28.284271247461902,16524.34775035097
681,NORMAL,NORMAL,523440.920497467,5697304.290406496,46,53,20.0,16544.34775035097
682,NORMAL,NORMAL,523420.920497467,5697324.290406496,47,52,28.284271247461902,16572.632021598434
683,NORMAL,NORMAL,523440.920497467,5697344.290406496,48,53,28.284271247461902,16600.916292845897
684,NORMAL,NORMAL,523420.920497467,5697364.290406496,49,52,28.284271247461902,16629.20056409336
685,NORMAL,NORMAL,523400.920497467,5697384.290406496,50,51,28.284271247461902,16657.484835340823
686,NORMAL,NORMAL,523380.920497467,5697364.290406496,49,50,28.284271247461902,16685.769106588286
687,NORMAL,NORMAL,523400.920497467,5697344.290406496,48,51,28.284271247461902,16714.05337783575
688,NORMAL,NORMAL,523380.920497467,5697344.290406496,48,50,20.0,16734.05337783575
689,NORMAL,NORMAL,523360.920497467,5697344.290406496,48,49,20.0,16754.05337783575
690,NORMAL,NORMAL,523340.920497467,5697324.290406496,47,48,28.284271247461902,16782.337649083212
691,NORMAL,NORMAL,523360.920497467,5697324.290406496,47,49,20.0,16802.337649083212
692,NORMAL,NORMAL,523360.920497467,5697304.290406496,46,49,20.0,16822.337649083212
693,NORMAL,NORMAL,523340.920497467,5697324.290406496,47,48,28.284271247461902,16850.621920330675
694,NORMAL,NORMAL,523320.920497467,5697344.290406496,48,47,28.284271247461902,16878.90619157814
695,NORMAL,NORMAL,523340.920497467,5697364.290406496,49,48,28.284271247461902,16907.1904628256
696,NORMAL,NORMAL,523320.920497467,5697384.290406496,50,47,28.284271247461902,16935.474734073065
697,NORMAL,NORMAL,523340.920497467,5697364.290406496,49,48,28.284271247461902,16963.759005320528
698,NORMAL,NORMAL,523360.920497467,5697384.290406496,50,49,28.284271247461902,16992.04327656799
699,NORMAL,NORMAL,523340.920497467,5697384.290406496,50,48,20.0,17012.04327656799
700,NORMAL,NORMAL,523360.920497467,5697364.290406496,49,49,28.284271247461902,17040.327547815454
701,NORMAL,NORMAL,523380.920497467,5697384.290406496,50,50,28.284271247461902,17068.611819062917
702,NORMAL,NORMAL,523400.920497467,5697364.290406496,49,51,28.284271247461902,17096.89609031038
703,NORMAL,NORMAL,523380.920497467,5697344.290406496,48,50,28.284271247461902,17125.180361557843
704,NORMAL,NORMAL,523360.920497467,5697344.290406496,48,49,20.0,17145.180361557843
705,NORMAL,NORMAL,523360.920497467,5697364.290406496,49,49,20.0,17165.180361557843
706,NORMAL,NORMAL,523360.920497467,5697344.290406496,48,49,20.0,17185.180361557843
707,NORMAL,NORMAL,523340.920497467,5697344.290406496,48,48,20.0,17205.180361557843
708,NORMAL,NORMAL,523340.920497467,5697324.290406496,47,48,20.0,17225.180361557843
709,NORMAL,NORMAL,523320.920497467,5697344.290406496,48,47,28.284271247461902,17253.464632805306
710,NORMAL,NORMAL,523300.920497467,5697344.290406496,48,46,20.0,17273.464632805306
711,NORMAL,NORMAL,523320.920497467,5697324.290406496,47,47,28.284271247461902,17301.74890405277
712,NORMAL,NORMAL,523320.920497467,5697304.290406496,46,47,20.0,17321.74890405277
713,NORMAL,NORMAL,523340.920497467,5697304.290406496,46,48,20.0,17341.74890405277
714,NORMAL,NORMAL,523320.920497467,5697324.290406496,47,47,28.284271247461902,17370.033175300232
715,NORMAL,NORMAL,523340.920497467,5697344.290406496,48,48,28.284271247461902,17398.317446547695
716,NORMAL,NORMAL,523320.920497467,5697344.290406496,48,47,20.0,17418.317446547695
717,NORMAL,NORMAL,523320.920497467,5697324.290406496,47,47,20.0,17438.317446547695
718,NORMAL,NORMAL,523320.920497467,5697344.290406496,48,47,20.0,17458.317446547695
719,NORMAL,NORMAL,523300.920497467,5697364.290406496,49,46,28.284271247461902,17486.601717795158
720,NORMAL,NORMAL,523280.920497467,5697384.290406496,50,45,28.284271247461902,17514.88598904262
721,NORMAL,NORMAL,523260.920497467,5697364.290406496,49,44,28.284271247461902,17543.170260290084
722,NORMAL,NORMAL,523280.920497467,5697344.290406496,48,45,28.284271247461902,17571.454531537547
723,NORMAL,NORMAL,523280.920497467,5697364.290406496,49,45,20.0,17591.454531537547
724,NORMAL,NORMAL,523280.920497467,5697384.290406496,50,45,20.0,17611.454531537547
725,NORMAL,NORMAL,523260.920497467,5697384.290406496,50,44,20.0,17631.454531537547
726,NORMAL,NORMAL,523260.920497467,5697404.290406496,51,44,20.0,17651.454531537547
727,NORMAL,NORMAL,523260.920497467,5697424.290406496,52,44,20.0,17671.454531537547
728,NORMAL,NORMAL,523240.920497467,5697424.290406496,52,43,20.0,17691.454531537547
729,NORMAL,NORMAL,523260.920497467,5697444.290406496,53,44,28.284271247461902,17719.73880278501
730,NORMAL,NORMAL,523280.920497467,5697424.290406496,52,45,28.284271247461902,17748.023074032473
731,NORMAL,NORMAL,523280.920497467,5697404.290406496,51,45,20.0,17768.023074032473
732,NORMAL,NORMAL,523260.920497467,5697424.290406496,52,44,28.284271247461902,17796.307345279936
733,NORMAL,NORMAL,523240.920497467,5697444.290406496,53,43,28.284271247461902,17824.5916165274
734,NORMAL,NORMAL,523240.920497467,5697424.290406496,52,43,20.0,17844.5916165274
735,NORMAL,NORMAL,523240.920497467,5697444.290406496,53,43,20.0,17864.5916165274
736,NORMAL,NORMAL,523240.920497467,5697424.290406496,52,43,20.0,17884.5916165274
737,NORMAL,NORMAL,523240.920497467,5697444.290406496,53,43,20.0,17904.5916165274
738,NORMAL,NORMAL,523220.920497467,5697424.290406496,52,42,28.284271247461902,17932.875887774862
739,NORMAL,NORMAL,523220.920497467,5697444.290406496,53,42,20.0,17952.875887774862
740,NORMAL,NORMAL,523220.920497467,5697464.290406496,54,42,20.0,17972.875887774862
741,NORMAL,NORMAL,523220.920497467,5697484.290406496,55,42,20.0,17992.875887774862
742,NORMAL,NORMAL,523200.920497467,5697504.290406496,56,41,28.284271247461902,18021.160159022325
743,NORMAL,NORMAL,523220.920497467,5697504.290406496,56,42,20.0,18041.160159022325
744,NORMAL,NORMAL,523200.920497467,5697504.290406496,56,41,20.0,18061.160159022325
745,NORMAL,NORMAL,523180.920497467,5697524.290406496,57,40,28.284271247461902,18089.44443026979
746,NORMAL,NORMAL,523200.920497467,5697504.290406496,56,41,28.284271247461902,18117.72870151725
747,NORMAL,NORMAL,523220.920497467,5697504.290406496,56,42,20.0,18137.72870151725
748,NORMAL,NORMAL,523220.920497467,5697484.290406496,55,42,20.0,18157.72870151725
749,NORMAL,NORMAL,523220.920497467,5697504.290406496,56,42,20.0,18177.72870151725
750,NORMAL,NORMAL,523200.920497467,5697504.290406496,56,41,20.0,18197.72870151725
751,NORMAL,NORMAL,523180.920497467,5697504.290406496,56,40,20.0,18217.72870151725
752,NORMAL,NORMAL,523200.920497467,5697504.290406496,56,41,20.0,18237.72870151725
753,NORMAL,NORMAL,523180.920497467,5697504.290406496,56,40,20.0,18257.72870151725
754,NORMAL,NORMAL,523160.920497467,5697484.290406496,55,39,28.284271247461902,18286.012972764715
755,NORMAL,NORMAL,523160.920497467,5697464.290406496,54,39,20.0,18306.012972764715
756,NORMAL,NORMAL,523160.920497467,5697444.290406496,53,39,20.0,18326.012972764715
757,NORMAL,NORMAL,523140.920497467,5697424.290406496,52,38,28.284271247461902,18354.297244012178
758,NORMAL,NORMAL,523120.920497467,5697424.290406496,52,37,20.0,18374.297244012178
759,NORMAL,NORMAL,523100.920497467,5697444.290406496,53,36,28.284271247461902,18402.58151525964
760,NORMAL,NORMAL,523080.920497467,5697464.290406496,54,35,28.284271247461902,18430.865786507104
761,NORMAL,NORMAL,523060.920497467,5697464.290406496,54,34,20.0,18450.865786507104
762,NORMAL,NORMAL,523060.920497467,5697484.290406496,55,34,20.0,18470.865786507104
763,NORMAL,NORMAL,523080.920497467,5697484.290406496,55,35,20.0,18490.865786507104
764,NORMAL,NORMAL,523060.920497467,5697464.290406496,54,34,28.284271247461902,18519.150057754567
765,NORMAL,NORMAL,523060.920497467,5697484.290406496,55,34,20.0,18539.150057754567
766,NORMAL,NORMAL,523080.920497467,5697484.290406496,55,35,20.0,18559.150057754567
767,NORMAL,NORMAL,523060.920497467,5697504.290406496,56,34,28.284271247461902,18587.43432900203
768,NORMAL,NORMAL,523080.920497467,5697504.290406496,56,35,20.0,18607.43432900203
769,NORMAL,NORMAL,523100.920497467,5697504.290406496,56,36,20.0,18627.43432900203
770,NORMAL,NORMAL,523080.920497467,5697484.290406496,55,35,28.284271247461902,18655.718600249493
771,NORMAL,NORMAL,523100.920497467,5697484.290406496,55,36,20.0,18675.718600249493
772,NORMAL,NORMAL,523100.920497467,5697504.290406496,56,36,20.0,18695.718600249493
773,NORMAL,NORMAL,523120.920497467,5697484.290406496,55,37,28.284271247461902,18724.002871496956
774,NORMAL,NORMAL,523140.920497467,5697484.290406496,55,38,20.0,18744.002871496956
775,NORMAL,NORMAL,523120.920497467,5697464.290406496,54,37,28.284271247461902,18772.28714274442
776,NORMAL,NORMAL,523140.920497467,5697444.290406496,53,38,28.284271247461902,18800.571413991882
777,NORMAL,NORMAL,523120.920497467,5697444.290406496,53,37,20.0,18820.571413991882
778,NORMAL,NORMAL,523140.920497467,5697464.290406496,54,38,28.284271247461902,18848.855685239345
779,NORMAL,NORMAL,523140.920497467,5697444.290406496,53,38,20.0,18868.855685239345
780,NORMAL,NORMAL,523160.920497467,5697424.290406496,52,39,28.284271247461902,18897.139956486808
781,NORMAL,NORMAL,523140.920497467,5697424.290406496,52,38,20.0,18917.139956486808
782,NORMAL,NORMAL,523160.920497467,5697444.290406496,53,39,28.284271247461902,18945.42422773427
783,NORMAL,NORMAL,523160.920497467,5697464.290406496,54,39,20.0,18965.42422773427
784,NORMAL,NORMAL,523140.920497467,5697444.290406496,53,38,28.284271247461902,18993.708498981734
785,NORMAL,NORMAL,523140.920497467,5697424.290406496,52,38,20.0,19013.708498981734
786,NORMAL,NORMAL,523140.920497467,5697444.290406496,53,38,20.0,19033.708498981734
787,NORMAL,NORMAL,523120.920497467,5697424.290406496,52,37,28.284271247461902,19061.992770229197
788,NORMAL,NORMAL,523120.920497467,5697444.290406496,53,37,20.0,19081.992770229197
789,NORMAL,NORMAL,523140.920497467,5697424.290406496,52,38,28.284271247461902,19110.27704147666
790,NORMAL,NORMAL,523160.920497467,5697444.290406496,53,39,28.284271247461902,19138.561312724123
791,NORMAL,NORMAL,523180.920497467,5697424.290406496,52,40,28.284271247461902,19166.845583971586
792,NORMAL,NORMAL,523160.920497467,5697424.290406496,52,39,20.0,19186.845583971586
793,NORMAL,NORMAL,523140.920497467,5697444.290406496,53,38,28.284271247461902,19215.12985521905
794,NORMAL,NORMAL,523140.920497467,5697424.290406496,52,38,20.0,19235.12985521905
795,NORMAL,NORMAL,523160.920497467,5697424.290406496,52,39,20.0,19255.12985521905
796,NORMAL,NORMAL,523180.920497467,5697424.290406496,52,40,20.0,19275.12985521905
797,NORMAL,NORMAL,523180.920497467,5697444.290406496,53,40,20.0,19295.12985521905
798,NORMAL,NORMAL,523200.920497467,5697464.290406496,54,41,28.284271247461902,19323.414126466512
799,NORMAL,NORMAL,523180.920497467,5697484.290406496,55,40,28.284271247461902,19351.698397713975
800,NORMAL,NORMAL,523160.920497467,5697484.290406496,55,39,20.0,19371.698397713975
801,NORMAL,NORMAL,523140.920497467,5697484.290406496,55,38,20.0,19391.698397713975
802,NORMAL,NORMAL,523120.920497467,5697484.290406496,55,37,20.0,19411.698397713975
803,NORMAL,NORMAL,523120.920497467,5697504.290406496,56,37,20.0,19431.698397713975
804,NORMAL,NORMAL,523140.920497467,5697524.290406496,57,38,28.284271247461902,19459.98266896144
805,NORMAL,NORMAL,523120.920497467,5697544.290406496,58,37,28.284271247461902,19488.2669402089
806,NORMAL,NORMAL,523100.920497467,5697544.290406496,58,36,20.0,19508.2669402089
807,NORMAL,NORMAL,523100.920497467,5697524.290406496,57,36,20.0,19528.2669402089
808,NORMAL,NORMAL,523100.920497467,5697504.290406496,56,36,20.0,19548.2669402089
809,NORMAL,NORMAL,523120.920497467,5697484.290406496,55,37,28.284271247461902,19576.551211456364
810,NORMAL,NORMAL,523100.920497467,5697464.290406496,54,36,28.284271247461902,19604.835482703827
811,NORMAL,NORMAL,523080.920497467,5697444.290406496,53,35,28.284271247461902,19633.11975395129
812,NORMAL,NORMAL,523060.920497467,5697424.290406496,52,34,28.284271247461902,19661.404025198754
813,NORMAL,NORMAL,523060.920497467,5697444.290406496,53,34,20.0,19681.404025198754
814,NORMAL,NORMAL,523040.920497467,5697464.290406496,54,33,28.284271247461902,19709.688296446217
815,NORMAL,NORMAL,523020.920497467,5697484.290406496,55,32,28.284271247461902,19737.97256769368
816,NORMAL,NORMAL,523000.920497467,5697484.290406496,55,31,20.0,19757.97256769368
817,NORMAL,NORMAL,522980.9204974669,5697504.290406496,56,30,28.28427124750306,19786.256838941183
818,NORMAL,NORMAL,522980.9204974669,5697484.290406496,55,30,20.0,19806.256838941183
819,NORMAL,NORMAL,523000.920497467,5697504.290406496,56,31,28.28427124750306,19834.541110188686
820,NORMAL,NORMAL,523020.920497467,5697504.290406496,56,32,20.0,19854.541110188686
821,NORMAL,NORMAL,523040.920497467,5697524.290406496,57,33,28.284271247461902,19882.82538143615
822,NORMAL,NORMAL,523040.920497467,5697504.290406496,56,33,20.0,19902.82538143615
823,NORMAL,NORMAL,523020.920497467,5697504.290406496,56,32,20.0,19922.82538143615
824,NORMAL,NORMAL,523000.920497467,5697524.290406496,57,31,28.284271247461902,19951.10965268361
825,NORMAL,NORMAL,522980.9204974669,5697524.290406496,57,30,20.000000000058208,19971.10965268367
826,NORMAL,NORMAL,522960.9204974669,5697524.290406496,57,29,20.0,19991.10965268367
827,NORMAL,NORMAL,522960.9204974669,5697504.290406496,56,29,20.0,20011.10965268367
828,NORMAL,NORMAL,522940.9204974669,5697504.290406496,56,28,20.0,20031.10965268367
829,NORMAL,NORMAL,522940.9204974669,5697484.290406496,55,28,20.0,20051.10965268367
830,NORMAL,NORMAL,522960.9204974669,5697464.290406496,54,29,28.284271247461902,20079.393923931133
831,NORMAL,NORMAL,522940.9204974669,5697484.290406496,55,28,28.284271247461902,20107.678195178596
832,NORMAL,NORMAL,522920.9204974669,5697504.290406496,56,27,28.284271247461902,20135.96246642606
833,NORMAL,NORMAL,522940.9204974669,5697504.290406496,56,28,20.0,20155.96246642606
834,NORMAL,NORMAL,522960.9204974669,5697484.290406496,55,29,28.284271247461902,20184.246737673522
835,NORMAL,NORMAL,522980.9204974669,5697504.290406496,56,30,28.284271247461902,20212.531008920985
836,NORMAL,NORMAL,522960.9204974669,5697484.290406496,55,29,28.284271247461902,20240.81528016845
837,NORMAL,NORMAL,522980.9204974669,5697464.290406496,54,30,28.284271247461902,20269.09955141591
838,NORMAL,NORMAL,522960.9204974669,5697444.290406496,53,29,28.284271247461902,20297.383822663374
839,NORMAL,NORMAL,522980.9204974669,5697424.290406496,52,30,28.284271247461902,20325.668093910837
840,NORMAL,NORMAL,522980.9204974669,5697404.290406496,51,30,20.0,20345.668093910837
841,NORMAL,NORMAL,522960.9204974669,5697404.290406496,51,29,20.0,20365.668093910837
842,NORMAL,NORMAL,522940.9204974669,5697384.290406496,50,28,28.284271247461902,20393.9523651583
843,NORMAL,NORMAL,522920.9204974669,5697364.290406496,49,27,28.284271247461902,20422.236636405763
844,NORMAL,NORMAL,522900.9204974669,5697364.290406496,49,26,20.0,20442.236636405763
845,NORMAL,NORMAL,522920.9204974669,5697344.290406496,48,27,28.284271247461902,20470.520907653226
846,NORMAL,NORMAL,522940.9204974669,5697324.290406496,47,28,28.284271247461902,20498.80517890069
847,NORMAL,NORMAL,522940.9204974669,5697304.290406496,46,28,20.0,20518.80517890069
848,NORMAL,NORMAL,522920.9204974669,5697284.290406496,45,27,28.284271247461902,20547.089450148153
849,NORMAL,NORMAL,522900.9204974669,5697264.290406496,44,26,28.284271247461902,20575.373721395616
850,NORMAL,NORMAL,522880.9204974669,5697284.290406496,45,25,28.284271247461902,20603.65799264308
851,NORMAL,NORMAL,522860.9204974669,5697284.290406496,45,24,20.0,20623.65799264308
852,NORMAL,NORMAL,522840.9204974669,5697264.290406496,44,23,28.284271247461902,20651.94226389054
853,NORMAL,NORMAL,522820.9204974669,5697244.290406496,43,22,28.284271247461902,20680.226535138005
854,NORMAL,NORMAL,522800.9204974669,5697224.290406496,42,21,28.284271247461902,20708.510806385468
855,NORMAL,NORMAL,522780.9204974669,5697204.290406496,41,20,28.284271247461902,20736.79507763293
856,NORMAL,NORMAL,522760.9204974669,5697184.290406496,40,19,28.284271247461902,20765.079348880394
857,NORMAL,NORMAL,522740.9204974669,5697184.290406496,40,18,20.0,20785.079348880394
858,NORMAL,NORMAL,522720.9204974669,5697184.290406496,40,17,20.0,20805.079348880394
859,NORMAL,NORMAL,522700.9204974669,5697184.290406496,40,16,20.0,20825.079348880394
860,NORMAL,NORMAL,522680.9204974669,5697164.290406496,39,15,28.284271247461902,20853.363620127857
861,NORMAL,NORMAL,522660.9204974669,5697164.290406496,39,14,20.0,20873.363620127857
862,NORMAL,NORMAL,522640.9204974669,5697164.290406496,39,13,20.0,20893.363620127857
863,NORMAL,NORMAL,522620.9204974669,5697144.290406496,38,12,28.284271247461902,20921.64789137532
864,NORMAL,NORMAL,522600.9204974669,5697124.290406496,37,11,28.284271247461902,20949.932162622783
865,NORMAL,NORMAL,522580.9204974669,5697124.290406496,37,10,20.0,20969.932162622783
866,NORMAL,NORMAL,522560.9204974669,5697124.290406496,37,9,20.0,20989.932162622783
867,NORMAL,NORMAL,522540.9204974669,5697124.290406496,37,8,20.0,21009.932162622783
868,NORMAL,NORMAL,522520.9204974669,5697124.290406496,37,7,20.0,21029.932162622783
869,NORMAL,NORMAL,522540.9204974669,5697144.290406496,38,8,28.284271247461902,21058.216433870246
870,NORMAL,NORMAL,522560.9204974669,5697124.290406496,37,9,28.284271247461902,21086.50070511771
871,NORMAL,NORMAL,522580.9204974669,5697144.290406496,38,10,28.284271247461902,21114.784976365172
872,NORMAL,NORMAL,522600.9204974669,5697144.290406496,38,11,20.0,21134.784976365172
873,NORMAL,NORMAL,522580.9204974669,5697144.290406496,38,10,20.0,21154.784976365172
874,NORMAL,NORMAL,522560.9204974669,5697164.290406496,39,9,28.284271247461902,21183.069247612635
875,NORMAL,NORMAL,522540.9204974669,5697164.290406496,39,8,20.0,21203.069247612635
876,NORMAL,NORMAL,522560.9204974669,5697144.290406496,38,9,28.284271247461902,21231.353518860098
877,NORMAL,NORMAL,522560.9204974669,5697164.290406496,39,9,20.0,21251.353518860098
878,NORMAL,NORMAL,522580.9204974669,5697184.290406496,40,10,28.284271247461902,21279.63779010756
879,NORMAL,NORMAL,522600.9204974669,5697164.290406496,39,11,28.284271247461902,21307.922061355024
880,NORMAL,NORMAL,522600.9204974669,5697184.290406496,40,11,20.0,21327.922061355024
881,NORMAL,NORMAL,522620.9204974669,5697164.290406496,39,12,28.284271247461902,21356.206332602487
882,NORMAL,NORMAL,522600.9204974669,5697184.290406496,40,11,28.284271247461902,21384.49060384995
883,NORMAL,NORMAL,522600.9204974669,5697204.290406496,41,11,20.0,21404.49060384995
884,NORMAL,NORMAL,522580.9204974669,5697204.290406496,41,10,20.0,21424.49060384995
885,NORMAL,NORMAL,522560.9204974669,5697224.290406496,42,9,28.284271247461902,21452.774875097413
886,NORMAL,NORMAL,522580.9204974669,5697204.290406496,41,10,28.284271247461902,21481.059146344876
887,NORMAL,NORMAL,522560.9204974669,5697184.290406496,40,9,28.284271247461902,21509.34341759234
888,NORMAL,NORMAL,522540.9204974669,5697164.290406496,39,8,28.284271247461902,21537.627688839802
889,NORMAL,NORMAL,522520.9204974669,5697164.290406496,39,7,20.0,21557.627688839802
890,NORMAL,NORMAL,522540.9204974669,5697184.290406496,40,8,28.284271247461902,21585.911960087265
891,NORMAL,NORMAL,522540.9204974669,5697164.290406496,39,8,20.0,21605.911960087265
892,NORMAL,NORMAL,522520.9204974669,5697164.290406496,39,7,20.0,21625.911960087265
893,NORMAL,NORMAL,522500.9204974669,5697184.290406496,40,6,28.284271247461902,21654.19623133473
894,NORMAL,NORMAL,522500.9204974669,5697164.290406496,39,6,20.0,21674.19623133473
895,NORMAL,NORMAL,522480.9204974669,5697184.290406496,40,5,28.284271247461902,21702.48050258219
896,NORMAL,NORMAL,522500.9204974669,5697164.290406496,39,6,28.284271247461902,21730.764773829655
897,NORMAL,NORMAL,522500.9204974669,5697184.290406496,40,6,20.0,21750.764773829655
898,NORMAL,NORMAL,522520.9204974669,5697184.290406496,40,7,20.0,21770.764773829655
899,NORMAL,NORMAL,522540.9204974669,5697184.290406496,40,8,20.0,21790.764773829655
900,NORMAL,NORMAL,522540.9204974669,5697164.290406496,39,8,20.0,21810.764773829655
901,NORMAL,NORMAL,522520.9204974669,5697164.290406496,39,7,20.0,21830.764773829655
902,NORMAL,NORMAL,522520.9204974669,5697184.290406496,40,7,20.0,21850.764773829655
903,NORMAL,NORMAL,522500.9204974669,5697164.290406496,39,6,28.284271247461902,21879.049045077118
904,NORMAL,NORMAL,522500.9204974669,5697184.290406496,40,6,20.0,21899.049045077118
905,NORMAL,NORMAL,522480.9204974669,5697184.290406496,40,5,20.0,21919.049045077118
906,NORMAL,NORMAL,522460.9204974669,5697204.290406496,41,4,28.284271247461902,21947.33331632458
907,NORMAL,NORMAL,522440.9204974669,5697224.290406496,42,3,28.284271247461902,21975.617587572044
908,NORMAL,NORMAL,522440.9204974669,5697244.290406496,43,3,20.0,21995.617587572044
909,NORMAL,NORMAL,522460.9204974669,5697244.290406496,43,4,20.0,22015.617587572044
910,NORMAL,NORMAL,522440.9204974669,5697244.290406496,43,3,20.0,22035.617587572044
911,NORMAL,NORMAL,522460.9204974669,5697224.290406496,42,4,28.284271247461902,22063.901858819507
912,NORMAL,NORMAL,522440.9204974669,5697244.290406496,43,3,28.284271247461902,22092.18613006697
913,NORMAL,NORMAL,522440.9204974669,5697224.290406496,42,3,20.0,22112.18613006697
914,NORMAL,NORMAL,522460.9204974669,5697224.290406496,42,4,20.0,22132.18613006697
915,NORMAL,NORMAL,522440.9204974669,5697204.290406496,41,3,28.284271247461902,22160.470401314433
916,NORMAL,NORMAL,522460.9204974669,5697204.290406496,41,4,20.0,22180.470401314433
917,NORMAL,NORMAL,522440.9204974669,5697224.290406496,42,3,28.284271247461902,22208.754672561896
918,NORMAL,NORMAL,522420.9204974669,5697204.290406496,41,2,28.284271247461902,22237.03894380936
919,NORMAL,NORMAL,522440.9204974669,5697224.290406496,42,3,28.284271247461902,22265.323215056822
920,NORMAL,NORMAL,522460.9204974669,5697204.290406496,41,4,28.284271247461902,22293.607486304285
921,NORMAL,NORMAL,522460.9204974669,5697224.290406496,42,4,20.0,22313.607486304285
922,NORMAL,NORMAL,522440.9204974669,5697204.290406496,41,3,28.284271247461902,22341.891757551748
923,NORMAL,NORMAL,522440.9204974669,5697184.290406496,40,3,20.0,22361.891757551748
924,NORMAL,NORMAL,522420.9204974669,5697184.290406496,40,2,20.0,22381.891757551748
925,NORMAL,NORMAL,522420.9204974669,5697164.290406496,39,2,20.0,22401.891757551748
926,NORMAL,NORMAL,522420.9204974669,5697144.290406496,38,2,20.0,22421.891757551748
927,NORMAL,NORMAL,522440.9204974669,5697144.290406496,38,3,20.0,22441.891757551748
928,NORMAL,NORMAL,522440.9204974669,5697124.290406496,37,3,20.0,22461.891757551748
929,NORMAL,NORMAL,522420.9204974669,5697144.290406496,38,2,28.284271247461902,22490.17602879921
930,NORMAL,NORMAL,522400.9204974669,5697124.290406496,37,1,28.284271247461902,22518.460300046674
931,NORMAL,NORMAL,522400.9204974669,5697104.290406496,36,1,20.0,22538.460300046674
932,NORMAL,NORMAL,522420.9204974669,5697104.290406496,36,2,20.0,22558.460300046674
933,NORMAL,NORMAL,522420.9204974669,5697124.290406496,37,2,20.0,22578.460300046674
934,NORMAL,NORMAL,522420.9204974669,5697104.290406496,36,2,20.0,22598.460300046674
935,NORMAL,NORMAL,522440.9204974669,5697084.290406496,35,3,28.284271247461902,22626.744571294137
936,NORMAL,NORMAL,522460.9204974669,5697104.290406496,36,4,28.284271247461902,22655.0288425416
937,NORMAL,NORMAL,522480.9204974669,5697124.290406496,37,5,28.284271247461902,22683.313113789063
938,NORMAL,NORMAL,522500.9204974669,5697124.290406496,37,6,20.0,22703.313113789063
939,NORMAL,NORMAL,522480.9204974669,5697124.290406496,37,5,20.0,22723.313113789063
940,NORMAL,NORMAL,522500.9204974669,5697104.290406496,36,6,28.284271247461902,22751.597385036526
941,NORMAL,NORMAL,522520.9204974669,5697104.290406496,36,7,20.0,22771.597385036526
942,NORMAL,NORMAL,522540.9204974669,5697104.290406496,36,8,20.0,22791.597385036526
943,NORMAL,NORMAL,522560.9204974669,5697084.290406496,35,9,28.284271247461902,22819.88165628399
944,NORMAL,NORMAL,522540.9204974669,5697064.290406496,34,8,28.284271247461902,22848.165927531452
945,NORMAL,NORMAL,522540.9204974669,5697044.290406496,33,8,20.0,22868.165927531452
946,NORMAL,NORMAL,522560.9204974669,5697064.290406496,34,9,28.284271247461902,22896.450198778915
947,NORMAL,NORMAL,522540.9204974669,5697064.290406496,34,8,20.0,22916.450198778915
