step_index,mode_before,mode_after,x_m,y_m,sar_row,sar_col,step_distance_m,total_distance_m
67,NORMAL,NORMAL,522500.9204974669,5696644.290406497,13,6,28.284271247461902,1646.5180361560904
68,NORMAL,NORMAL,522480.9204974669,5696664.290406497,14,5,28.284271247461902,1674.8023074035523
69,NORMAL,NORMAL,522480.9204974669,5696684.290406497,15,5,20.0,1694.8023074035523
70,NORMAL,NORMAL,522460.9204974669,5696704.290406497,16,4,28.284271247461902,1723.0865786510142
71,NORMAL,NORMAL,522460.9204974669,5696724.290406497,17,4,20.0,1743.0865786510142
72,NORMAL,NORMAL,522440.9204974669,5696744.290406497,18,3,28.284271247461902,1771.370849898476
73,NORMAL,NORMAL,522420.9204974669,5696764.290406497,19,2,28.284271247461902,1799.655121145938
74,NORMAL,NORMAL,522440.9204974669,5696784.290406497,20,3,28.284271247461902,1827.9393923933999
75,NORMAL,NORMAL,522440.9204974669,5696804.290406497,21,3,20.0,1847.9393923933999
76,NORMAL,NORMAL,522440.9204974669,5696824.290406497,22,3,20.0,1867.9393923933999
77,NORMAL,NORMAL,522440.9204974669,5696844.290406497,23,3,20.0,1887.9393923933999
78,NORMAL,NORMAL,522460.9204974669,5696864.290406497,24,4,28.284271247461902,1916.2236636408618
79,NORMAL,NORMAL,522480.9204974669,5696884.290406497,25,5,28.284271247461902,1944.5079348883237
80,NORMAL,NORMAL,522480.9204974669,5696904.290406497,26,5,20.0,1964.5079348883237
81,NORMAL,NORMAL,522480.9204974669,5696924.290406497,27,5,20.0,1984.5079348883237
82,NORMAL,NORMAL,522480.9204974669,5696944.290406497,28,5,20.0,2004.5079348883237
83,NORMAL,NORMAL,522480.9204974669,5696964.290406497,29,5,20.0,2024.5079348883237
84,NORMAL,NORMAL,522500.9204974669,5696984.290406497,30,6,28.284271247461902,2052.792206135786
85,NORMAL,NORMAL,522520.9204974669,5696984.290406497,30,7,20.0,2072.792206135786
86,NORMAL,NORMAL,522540.9204974669,5696984.290406497,30,8,20.0,2092.792206135786
87,NORMAL,NORMAL,522560.9204974669,5696984.290406497,30,9,20.0,2112.792206135786
88,NORMAL,NORMAL,522580.9204974669,5696984.290406497,30,10,20.0,2132.792206135786
89,NORMAL,NORMAL,522600.9204974669,5696964.290406497,29,11,28.284271247461902,2161.076477383248
90,NORMAL,NORMAL,522600.9204974669,5696944.290406497,28,11,20.0,2181.076477383248
91,NORMAL,NORMAL,522600.9204974669,5696924.290406497,27,11,20.0,2201.076477383248
92,NORMAL,NORMAL,522620.9204974669,5696904.290406497,26,12,28.284271247461902,2229.36074863071
93,NORMAL,NORMAL,522640.9204974669,5696924.290406497,27,13,28.284271247461902,2257.645019878172
94,NORMAL,NORMAL,522660.9204974669,5696904.290406497,26,14,28.284271247461902,2285.9292911256343
95,NORMAL,NORMAL,522680.9204974669,5696904.290406497,26,15,20.0,2305.9292911256343
96,NORMAL,NORMAL,522700.9204974669,5696904.290406497,26,16,20.0,2325.9292911256343
97,NORMAL,NORMAL,522720.9204974669,5696904.290406497,26,17,20.0,2345.9292911256343
98,NORMAL,NORMAL,522740.9204974669,5696904.290406497,26,18,20.0,2365.9292911256343
99,NORMAL,NORMAL,522760.9204974669,5696884.290406497,25,19,28.284271247461902,2394.2135623730965
100,NORMAL,NORMAL,522780.9204974669,5696864.290406497,24,20,28.284271247461902,2422.4978336205586
101,NORMAL,NORMAL,522760.9204974669,5696844.290406497,23,19,28.284271247461902,2450.7821048680207
102,NORMAL,NORMAL,522740.9204974669,5696824.290406497,22,18,28.284271247461902,2479.066376115483
103,NORMAL,NORMAL,522720.9204974669,5696804.290406497,21,17,28.284271247461902,2507.350647362945
104,NORMAL,NORMAL,522720.9204974669,5696784.290406497,20,17,20.0,2527.350647362945
105,NORMAL,NORMAL,522720.9204974669,5696764.290406497,19,17,20.0,2547.350647362945
106,NORMAL,NORMAL,522720.9204974669,5696744.290406497,18,17,20.0,2567.350647362945
107,NORMAL,NORMAL,522720.9204974669,5696724.290406497,17,17,20.0,2587.350647362945
108,NORMAL,NORMAL,522740.9204974669,5696704.290406497,16,18,28.284271247461902,2615.634918610407
109,NORMAL,NORMAL,522760.9204974669,5696684.290406497,15,19,28.284271247461902,2643.9191898578692
110,NORMAL,NORMAL,522740.9204974669,5696664.290406497,14,18,28.284271247461902,2672.2034611053314
111,NORMAL,NORMAL,522760.9204974669,5696644.290406497,13,19,28.284271247461902,2700.4877323527935
112,NORMAL,NORMAL,522760.9204974669,5696624.290406497,12,19,20.0,2720.4877323527935
113,NORMAL,NORMAL,522760.9204974669,5696604.290406497,11,19,20.0,2740.4877323527935
114,NORMAL,NORMAL,522740.9204974669,5696604.290406497,11,18,20.0,2760.4877323527935
115,NORMAL,NORMAL,522720.9204974669,5696624.290406497,12,17,28.284271247461902,2788.7720036002556
116,NORMAL,NORMAL,522700.9204974669,5696644.290406497,13,16,28.284271247461902,2817.0562748477178
117,NORMAL,NORMAL,522680.9204974669,5696644.290406497,13,15,20.0,2837.0562748477178
118,NORMAL,NORMAL,522680.9204974669,5696624.290406497,12,15,20.0,2857.0562748477178
119,NORMAL,NORMAL,522680.9204974669,5696604.290406497,11,15,20.0,2877.0562748477178
120,NORMAL,NORMAL,522700.9204974669,5696584.290406497,10,16,28.284271247461902,2905.34054609518
121,NORMAL,NORMAL,522680.9204974669,5696584.290406497,10,15,20.0,2925.34054609518
122,NORMAL,NORMAL,522660.9204974669,5696604.290406497,11,14,28.284271247461902,2953.624817342642
123,NORMAL,NORMAL,522640.9204974669,5696584.290406497,10,13,28.284271247461902,2981.909088590104
124,NORMAL,NORMAL,522620.9204974669,5696564.290406497,9,12,28.284271247461902,3010.1933598375663
125,NORMAL,NORMAL,522600.9204974669,5696544.290406497,8,11,28.284271247461902,3038.4776310850284
126,NORMAL,NORMAL,522600.9204974669,5696524.290406497,7,11,20.0,3058.4776310850284
127,NORMAL,NORMAL,522620.9204974669,5696504.290406497,6,12,28.284271247461902,3086.7619023324905
128,NORMAL,NORMAL,522640.9204974669,5696484.290406497,5,13,28.284271247461902,3115.0461735799527
129,NORMAL,NORMAL,522660.9204974669,5696484.290406497,5,14,20.0,3135.0461735799527
130,NORMAL,NORMAL,522680.9204974669,5696484.290406497,5,15,20.0,3155.0461735799527
131,NORMAL,NORMAL,522700.9204974669,5696484.290406497,5,16,20.0,3175.0461735799527
132,NORMAL,NORMAL,522720.9204974669,5696484.290406497,5,17,20.0,3195.0461735799527
133,NORMAL,NORMAL,522740.9204974669,5696484.290406497,5,18,20.0,3215.0461735799527
134,NORMAL,NORMAL,522760.9204974669,5696484.290406497,5,19,20.0,3235.0461735799527
135,NORMAL,NORMAL,522780.9204974669,5696484.290406497,5,20,20.0,3255.0461735799527
136,NORMAL,NORMAL,522800.9204974669,5696484.290406497,5,21,20.0,3275.0461735799527
137,NORMAL,NORMAL,522820.9204974669,5696504.290406497,6,22,28.284271247461902,3303.330444827415
138,NORMAL,NORMAL,522840.9204974669,5696524.290406497,7,23,28.284271247461902,3331.614716074877
139,NORMAL,NORMAL,522860.9204974669,5696544.290406497,8,24,28.284271247461902,3359.898987322339
140,NORMAL,NORMAL,522880.9204974669,5696564.290406497,9,25,28.284271247461902,3388.183258569801
141,NORMAL,NORMAL,522900.9204974669,5696584.290406497,10,26,28.284271247461902,3416.4675298172633
142,NORMAL,NORMAL,522920.9204974669,5696584.290406497,10,27,20.0,3436.4675298172633
143,NORMAL,NORMAL,522940.9204974669,5696604.290406497,11,28,28.284271247461902,3464.7518010647254
144,NORMAL,NORMAL,522960.9204974669,5696604.290406497,11,29,20.0,3484.7518010647254
145,NORMAL,NORMAL,522980.9204974669,5696604.290406497,11,30,20.0,3504.7518010647254
146,NORMAL,NORMAL,523000.920497467,5696624.290406497,12,31,28.28427124750306,3533.0360723122285
147,NORMAL,NORMAL,523020.920497467,5696624.290406497,12,32,20.0,3553.0360723122285
148,NORMAL,NORMAL,523040.920497467,5696644.290406497,13,33,28.284271247461902,3581.3203435596906
149,NORMAL,NORMAL,523060.920497467,5696644.290406497,13,34,20.0,3601.3203435596906
150,NORMAL,NORMAL,523080.920497467,5696644.290406497,13,35,20.0,3621.3203435596906
151,NORMAL,NORMAL,523100.920497467,5696664.290406497,14,36,28.284271247461902,3649.6046148071528
152,NORMAL,NORMAL,523120.920497467,5696664.290406497,14,37,20.0,3669.6046148071528
153,NORMAL,NORMAL,523140.920497467,5696684.290406497,15,38,28.284271247461902,3697.888886054615
154,NORMAL,NORMAL,523160.920497467,5696684.290406497,15,39,20.0,3717.888886054615
155,NORMAL,NORMAL,523180.920497467,5696684.290406497,15,40,20.0,3737.888886054615
156,NORMAL,NORMAL,523200.920497467,5696684.290406497,15,41,20.0,3757.888886054615
157,NORMAL,NORMAL,523220.920497467,5696684.290406497,15,42,20.0,3777.888886054615
158,NORMAL,NORMAL,523240.920497467,5696704.290406497,16,43,28.284271247461902,3806.173157302077
159,NORMAL,NORMAL,523260.920497467,5696704.290406497,16,44,20.0,3826.173157302077
160,NORMAL,NORMAL,523280.920497467,5696724.290406497,17,45,28.284271247461902,3854.457428549539
161,NORMAL,NORMAL,523300.920497467,5696724.290406497,17,46,20.0,3874.457428549539
162,NORMAL,NORMAL,523320.920497467,5696744.290406497,18,47,28.284271247461902,3902.7416997970013
163,NORMAL,NORMAL,523340.920497467,5696744.290406497,18,48,20.0,3922.7416997970013
164,NORMAL,NORMAL,523360.920497467,5696764.290406497,19,49,28.284271247461902,3951.0259710444634
165,NORMAL,NORMAL,523380.920497467,5696784.290406497,20,50,28.284271247461902,3979.3102422919255
166,NORMAL,NORMAL,523400.920497467,5696804.290406497,21,51,28.284271247461902,4007.5945135393877
167,NORMAL,NORMAL,523420.920497467,5696824.290406497,22,52,28.284271247461902,4035.87878478685
168,NORMAL,NORMAL,523400.920497467,5696844.290406497,23,51,28.284271247461902,4064.163056034312
169,NORMAL,NORMAL,523380.920497467,5696864.290406497,24,50,28.284271247461902,4092.447327281774
170,NORMAL,NORMAL,523360.920497467,5696884.290406497,25,49,28.284271247461902,4120.731598529236
171,NORMAL,NORMAL,523340.920497467,5696884.290406497,25,48,20.0,4140.731598529236
172,NORMAL,NORMAL,523320.920497467,5696864.290406497,24,47,28.284271247461902,4169.015869776698
173,NORMAL,NORMAL,523300.920497467,5696864.290406497,24,46,20.0,4189.015869776698
174,NORMAL,NORMAL,523280.920497467,5696844.290406497,23,45,28.284271247461902,4217.30014102416
175,NORMAL,NORMAL,523300.920497467,5696824.290406497,22,46,28.284271247461902,4245.584412271623
176,NORMAL,NORMAL,523300.920497467,5696804.290406497,21,46,20.0,4265.584412271623
177,NORMAL,NORMAL,523300.920497467,5696784.290406497,20,46,20.0,4285.584412271623
178,NORMAL,NORMAL,523280.920497467,5696764.290406497,19,45,28.284271247461902,4313.868683519085
179,NORMAL,NORMAL,523260.920497467,5696764.290406497,19,44,20.0,4333.868683519085
180,NORMAL,NORMAL,523240.920497467,5696764.290406497,19,43,20.0,4353.868683519085
181,NORMAL,NORMAL,523220.920497467,5696744.290406497,18,42,28.284271247461902,4382.152954766547
182,NORMAL,NORMAL,523200.920497467,5696744.290406497,18,41,20.0,4402.152954766547
183,NORMAL,NORMAL,523180.920497467,5696744.290406497,18,40,20.0,4422.152954766547
184,NORMAL,NORMAL,523160.920497467,5696744.290406497,18,39,20.0,4442.152954766547
185,NORMAL,NORMAL,523140.920497467,5696744.290406497,18,38,20.0,4462.152954766547
186,NORMAL,NORMAL,523120.920497467,5696724.290406497,17,37,28.284271247461902,4490.437226014009
187,NORMAL,NORMAL,523100.920497467,5696724.290406497,17,36,20.0,4510.437226014009
188,NORMAL,NORMAL,523080.920497467,5696744.290406497,18,35,28.284271247461902,4538.721497261471
189,NORMAL,NORMAL,523060.920497467,5696744.290406497,18,34,20.0,4558.721497261471
190,NORMAL,NORMAL,523040.920497467,5696744.290406497,18,33,20.0,4578.721497261471
191,NORMAL,NORMAL,523020.920497467,5696724.290406497,17,32,28.284271247461902,4607.005768508933
192,NORMAL,NORMAL,523000.920497467,5696704.290406497,16,31,28.284271247461902,4635.290039756395
193,NORMAL,NORMAL,522980.9204974669,5696704.290406497,16,30,20.000000000058208,4655.290039756454
194,NORMAL,NORMAL,522960.9204974669,5696684.290406497,15,29,28.284271247461902,4683.574311003916
195,NORMAL,NORMAL,522940.9204974669,5696684.290406497,15,28,20.0,4703.574311003916
196,NORMAL,NORMAL,522920.9204974669,5696664.290406497,14,27,28.284271247461902,4731.858582251378
197,NORMAL,NORMAL,522900.9204974669,5696644.290406497,13,26,28.284271247461902,4760.14285349884
198,NORMAL,NORMAL,522880.9204974669,5696644.290406497,13,25,20.0,4780.14285349884
199,NORMAL,NORMAL,522860.9204974669,5696664.290406497,14,24,28.284271247461902,4808.427124746302
200,NORMAL,NORMAL,522880.9204974669,5696684.290406497,15,25,28.284271247461902,4836.711395993764
201,NORMAL,NORMAL,522900.9204974669,5696704.290406497,16,26,28.284271247461902,4864.995667241226
202,NORMAL,NORMAL,522920.9204974669,5696724.290406497,17,27,28.284271247461902,4893.2799384886885
203,NORMAL,NORMAL,522900.9204974669,5696744.290406497,18,26,28.284271247461902,4921.564209736151
204,NORMAL,NORMAL,522900.9204974669,5696764.290406497,19,26,20.0,4941.564209736151
205,NORMAL,NORMAL,522900.9204974669,5696784.290406497,20,26,20.0,4961.564209736151
206,NORMAL,NORMAL,522880.9204974669,5696804.290406497,21,25,28.284271247461902,4989.848480983613
207,NORMAL,NORMAL,522860.9204974669,5696824.290406497,22,24,28.284271247461902,5018.132752231075
208,NORMAL,NORMAL,522880.9204974669,5696844.290406497,23,25,28.284271247461902,5046.417023478537
209,NORMAL,NORMAL,522900.9204974669,5696844.290406497,23,26,20.0,5066.417023478537
210,NORMAL,NORMAL,522920.9204974669,5696824.290406497,22,27,28.284271247461902,5094.701294725999
211,NORMAL,NORMAL,522940.9204974669,5696804.290406497,21,28,28.284271247461902,5122.985565973461
212,NORMAL,NORMAL,522960.9204974669,5696784.290406497,20,29,28.284271247461902,5151.269837220923
213,NORMAL,NORMAL,522960.9204974669,5696764.290406497,19,29,20.0,5171.269837220923
214,NORMAL,NORMAL,522960.9204974669,5696744.290406497,18,29,20.0,5191.269837220923
215,NORMAL,NORMAL,522980.9204974669,5696744.290406497,18,30,20.0,5211.269837220923
216,NORMAL,NORMAL,523000.920497467,5696764.290406497,19,31,28.28427124750306,5239.554108468426
217,NORMAL,NORMAL,523020.920497467,5696784.290406497,20,32,28.284271247461902,5267.838379715889
218,NORMAL,NORMAL,523040.920497467,5696804.290406497,21,33,28.284271247461902,5296.122650963351
219,NORMAL,NORMAL,523060.920497467,5696804.290406497,21,34,20.0,5316.122650963351
220,NORMAL,NORMAL,523080.920497467,5696804.290406497,21,35,20.0,5336.122650963351
221,NORMAL,NORMAL,523100.920497467,5696784.290406497,20,36,28.284271247461902,5364.406922210813
222,NORMAL,NORMAL,523120.920497467,5696804.290406497,21,37,28.284271247461902,5392.691193458275
223,NORMAL,NORMAL,523140.920497467,5696804.290406497,21,38,20.0,5412.691193458275
224,NORMAL,NORMAL,523160.920497467,5696804.290406497,21,39,20.0,5432.691193458275
225,NORMAL,NORMAL,523180.920497467,5696824.290406497,22,40,28.284271247461902,5460.975464705737
226,NORMAL,NORMAL,523200.920497467,5696824.290406497,22,41,20.0,5480.975464705737
227,NORMAL,NORMAL,523220.920497467,5696844.290406497,23,42,28.284271247461902,5509.259735953199
228,NORMAL,NORMAL,523240.920497467,5696864.290406497,24,43,28.284271247461902,5537.544007200661
229,NORMAL,NORMAL,523260.920497467,5696884.290406497,25,44,28.284271247461902,5565.8282784481235
230,NORMAL,NORMAL,523280.920497467,5696904.290406497,26,45,28.284271247461902,5594.112549695586
231,NORMAL,NORMAL,523280.920497467,5696924.290406497,27,45,20.0,5614.112549695586
232,NORMAL,NORMAL,523280.920497467,5696944.290406497,28,45,20.0,5634.112549695586
233,NORMAL,NORMAL,523260.920497467,5696964.290406497,29,44,28.284271247461902,5662.396820943048
234,NORMAL,NORMAL,523260.920497467,5696984.290406497,30,44,20.0,5682.396820943048
235,NORMAL,NORMAL,523240.920497467,5697004.290406496,31,43,28.284271246803357,5710.681092189851
236,NORMAL,NORMAL,523240.920497467,5697024.290406496,32,43,20.0,5730.681092189851
237,NORMAL,NORMAL,523220.920497467,5697044.290406496,33,42,28.284271247461902,5758.9653634373135
238,NORMAL,NORMAL,523220.920497467,5697064.290406496,34,42,20.0,5778.9653634373135
239,NORMAL,NORMAL,523240.920497467,5697084.290406496,35,43,28.284271247461902,5807.249634684776
240,NORMAL,NORMAL,523220.920497467,5697104.290406496,36,42,28.284271247461902,5835.533905932238
241,NORMAL,NORMAL,523220.920497467,5697124.290406496,37,42,20.0,5855.533905932238
242,NORMAL,NORMAL,523200.920497467,5697144.290406496,38,41,28.284271247461902,5883.8181771797
243,NORMAL,NORMAL,523200.920497467,5697164.290406496,39,41,20.0,5903.8181771797
244,NORMAL,NORMAL,523180.920497467,5697184.290406496,40,40,28.284271247461902,5932.102448427162
245,NORMAL,NORMAL,523200.920497467,5697204.290406496,41,41,28.284271247461902,5960.386719674624
246,NORMAL,NORMAL,523220.920497467,5697204.290406496,41,42,20.0,5980.386719674624
247,NORMAL,NORMAL,523240.920497467,5697204.290406496,41,43,20.0,6000.386719674624
248,NORMAL,NORMAL,523260.920497467,5697224.290406496,42,44,28.284271247461902,6028.670990922086
249,NORMAL,NORMAL,523280.920497467,5697204.290406496,41,45,28.284271247461902,6056.955262169548
250,NORMAL,NORMAL,523300.920497467,5697224.290406496,42,46,28.284271247461902,6085.2395334170105
251,NORMAL,NORMAL,523320.920497467,5697224.290406496,42,47,20.0,6105.2395334170105
252,NORMAL,NORMAL,523340.920497467,5697224.290406496,42,48,20.0,6125.2395334170105
253,NORMAL,NORMAL,523360.920497467,5697224.290406496,42,49,20.0,6145.2395334170105
254,NORMAL,NORMAL,523380.920497467,5697244.290406496,43,50,28.284271247461902,6173.523804664473
255,NORMAL,NORMAL,523400.920497467,5697244.290406496,43,51,20.0,6193.523804664473
256,NORMAL,NORMAL,523420.920497467,5697244.290406496,43,52,20.0,6213.523804664473
257,NORMAL,NORMAL,523440.920497467,5697244.290406496,43,53,20.0,6233.523804664473
258,NORMAL,NORMAL,523460.920497467,5697264.290406496,44,54,28.284271247461902,6261.808075911935
259,NORMAL,NORMAL,523480.920497467,5697264.290406496,44,55,20.0,6281.808075911935
260,NORMAL,NORMAL,523480.920497467,5697244.290406496,43,55,20.0,6301.808075911935
261,NORMAL,NORMAL,523480.920497467,5697224.290406496,42,55,20.0,6321.808075911935
262,NORMAL,NORMAL,523460.920497467,5697204.290406496,41,54,28.284271247461902,6350.092347159397
263,NORMAL,NORMAL,523440.920497467,5697184.290406496,40,53,28.284271247461902,6378.376618406859
264,NORMAL,NORMAL,523420.920497467,5697164.290406496,39,52,28.284271247461902,6406.660889654321
265,NORMAL,NORMAL,523400.920497467,5697144.290406496,38,51,28.284271247461902,6434.945160901783
266,NORMAL,NORMAL,523380.920497467,5697124.290406496,37,50,28.284271247461902,6463.229432149245
267,NORMAL,NORMAL,523360.920497467,5697104.290406496,36,49,28.284271247461902,6491.513703396708
268,NORMAL,NORMAL,523340.920497467,5697104.290406496,36,48,20.0,6511.513703396708
269,NORMAL,NORMAL,523320.920497467,5697124.290406496,37,47,28.284271247461902,6539.79797464417
270,NORMAL,NORMAL,523320.920497467,5697144.290406496,38,47,20.0,6559.79797464417
271,NORMAL,NORMAL,523300.920497467,5697164.290406496,39,46,28.284271247461902,6588.082245891632
272,NORMAL,NORMAL,523280.920497467,5697144.290406496,38,45,28.284271247461902,6616.366517139094
273,NORMAL,NORMAL,523260.920497467,5697144.290406496,38,44,20.0,6636.366517139094
274,NORMAL,NORMAL,523260.920497467,5697164.290406496,39,44,20.0,6656.366517139094
275,NORMAL,NORMAL,523260.920497467,5697184.290406496,40,44,20.0,6676.366517139094
276,NORMAL,NORMAL,523240.920497467,5697204.290406496,41,43,28.284271247461902,6704.650788386556
277,NORMAL,NORMAL,523240.920497467,5697224.290406496,42,43,20.0,6724.650788386556
278,NORMAL,NORMAL,523220.920497467,5697244.290406496,43,42,28.284271247461902,6752.935059634018
279,NORMAL,NORMAL,523220.920497467,5697264.290406496,44,42,20.0,6772.935059634018
280,NORMAL,NORMAL,523200.920497467,5697284.290406496,45,41,28.284271247461902,6801.21933088148
281,NORMAL,NORMAL,523180.920497467,5697304.290406496,46,40,28.284271247461902,6829.5036021289425
282,NORMAL,NORMAL,523160.920497467,5697324.290406496,47,39,28.284271247461902,6857.787873376405
283,NORMAL,NORMAL,523140.920497467,5697324.290406496,47,38,20.0,6877.787873376405
284,NORMAL,NORMAL,523120.920497467,5697344.290406496,48,37,28.284271247461902,6906.072144623867
285,NORMAL,NORMAL,523100.920497467,5697344.290406496,48,36,20.0,6926.072144623867
286,NORMAL,NORMAL,523080.920497467,5697344.290406496,48,35,20.0,6946.072144623867
287,NORMAL,NORMAL,523060.920497467,5697364.290406496,49,34,28.284271247461902,6974.356415871329
288,NORMAL,NORMAL,523040.920497467,5697364.290406496,49,33,20.0,6994.356415871329
