survivor_id,x_m,y_m,found,first_discovery_distance_m,first_discovery_fraction_of_mission,exposure_end_distance_m,radiation_quantity,radiation_rate_unit,radiation_dose_unit,ground_truth_excess_rate,ground_truth_total_rate,excess_exposure_distance_integral,total_exposure_distance_integral,distance_integral_unit,first_discovery_time_s,exposure_end_time_s,pre_discovery_excess_dose,pre_discovery_total_dose
64,523175.7191494098,5696687.15984463,True,3712.176601574767,0.04256598923613407,3712.176601574767,collision_air_kerma_rate,uGy/h,uGy,0.10084318454259558,0.10084318454259558,374.34771008730957,374.34771008730957,uGy/h*m,371.2176601574767,371.2176601574767,0.010398547502425266,0.010398547502425266
65,523434.74895389134,5696826.280381553,True,4028.12057393225,0.04618878770991492,4028.12057393225,collision_air_kerma_rate,uGy/h,uGy,0.0028058397501351546,0.0028058397501351546,11.30226082467634,11.30226082467634,uGy/h*m,402.812057393225,402.812057393225,0.00031395168957434275,0.00031395168957434275
66,522904.3889521106,5696786.055942155,True,4942.911566961438,0.05667831656101383,4942.911566961438,collision_air_kerma_rate,uGy/h,uGy,0.005384556233036221,0.005384556233036221,26.615385287229046,26.615385287229046,uGy/h*m,494.29115669614384,494.29115669614384,0.0007393162579785846,0.0007393162579785846
67,523218.7080393648,5697039.669150325,True,5737.123010469204,0.06578520973555321,5737.123010469204,collision_air_kerma_rate,uGy/h,uGy,0.0034318297757619173,0.0034318297757619173,19.688829574537063,19.688829574537063,uGy/h*m,573.7123010469204,573.7123010469204,0.0005469119326260295,0.0005469119326260295
68,522769.4898960521,5696530.872402585,True,594.308825844686,0.006814692779732738,594.308825844686,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,59.4308825844686,59.4308825844686,0.0,0.0
69,523057.0620742013,5697099.501879108,True,9837.95977547755,0.11280780384501407,9837.95977547755,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,983.795977547755,983.795977547755,0.0,0.0
70,523193.7340869445,5696585.5976204695,True,29137.32364249471,0.33410560370701275,29137.32364249471,collision_air_kerma_rate,uGy/h,uGy,0.008187979696650393,0.008187979696650393,238.57581439947816,238.57581439947816,uGy/h*m,2913.732364249471,2913.732364249471,0.00662710595554106,0.00662710595554106
71,522602.99009687745,5697268.728193819,True,11670.762291664907,0.1338237900302875,11670.762291664907,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1167.0762291664907,1167.0762291664907,0.0,0.0
72,523235.0931901159,5697087.828937125,True,5786.007955090391,0.06634575311747953,5786.007955090391,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,578.6007955090391,578.6007955090391,0.0,0.0
73,523324.7786641355,5696735.224865026,True,3880.474022717463,0.04449578595264538,3880.474022717463,collision_air_kerma_rate,uGy/h,uGy,0.023696517632453597,0.023696517632453597,91.9537211016025,91.9537211016025,uGy/h*m,388.0474022717463,388.0474022717463,0.0025542700306000693,0.0025542700306000693
