controller_call_index,executed_step_index,mode_before,mode_after,moved,x_m,y_m,event_type,episode_index,entry_multiplier_initial,entry_threshold_current,exit_threshold_current,base_hazard_reference,trigger_measurement,radiation_quantity,radiation_unit,transition_reason,normal_route_interrupted,normal_route_replanned,mission_complete,completion_reason
123,123,NORMAL,NORMAL,True,522640.9204974669,5696584.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
124,124,NORMAL,NORMAL,True,522620.9204974669,5696564.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
125,125,NORMAL,NORMAL,True,522600.9204974669,5696544.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
126,126,NORMAL,NORMAL,True,522600.9204974669,5696524.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
127,127,NORMAL,NORMAL,True,522620.9204974669,5696504.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
128,128,NORMAL,NORMAL,True,522640.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
129,129,NORMAL,NORMAL,True,522660.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
130,130,NORMAL,NORMAL,True,522680.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
131,131,NORMAL,NORMAL,True,522700.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
132,132,NORMAL,NORMAL,True,522720.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
133,133,NORMAL,NORMAL,True,522740.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
134,134,NORMAL,NORMAL,True,522760.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
135,135,NORMAL,NORMAL,True,522780.9204974669,5696484.290406497,,1,0.01,0.1,0.09000000000000001,10.0,0.0,ground_equivalent_excess_collision_air_kerma_rate,uGy/h,,False,False,False,
